spg,n_atoms,wps,count
13,30,0-0-0-0-0-0-0-2,1
13,32,0-0-0-0-0-0-0-0,1
13,34,0-0-0-0-0-0-0-1-2-2,1
13,34,0-0-0-0-0-0-0-1-2-3,1
13,36,0-0-0-0-0-0-0-0-1-2,1
13,36,0-0-0-0-0-0-1-1-2-2-5-6,1
13,40,0-0-0-0-0-0-0-0-0-1-2,3
13,40,0-0-0-0-0-0-0-0-1-1-2-2,1
13,44,0-0-0-0-0-0-0-0-0-0-1-2,1
13,48,0-0-0-0-0-0-0-0-0-0-1-1-2-2,1
14,4,0,2
14,6,0-4,10
14,6,0-2,1
14,6,0-1,1
14,6,0-3,1
14,8,0-0,14
14,8,0-2-4,1
14,8,0-1-4,6
14,10,0-0-2,1
14,10,0-0-4,10
14,12,0-0-0,137
14,12,0-0-1-4,25
14,12,0-0-2-4,1
14,14,0-0-0-4,42
14,14,0-0-0-3,2
14,14,0-0-0-1,2
14,14,0-0-0-2,1
14,16,0-0-0-0,100
14,16,0-0-0-1-2,1
14,16,0-0-0-1-4,2
14,16,0-0-0-2-3,3
14,18,0-0-0-0-4,34
14,18,0-0-0-0-1,16
14,18,0-0-0-0-3,6
14,20,0-0-0-0-0,97
14,20,0-0-0-0-1-4,82
14,20,0-0-0-0-2-3,90
14,20,0-0-0-0-2-4,2
14,20,0-0-0-0-1-2,5
14,20,0-0-0-0-3-4,1
14,22,0-0-0-0-0-4,21
14,22,0-0-0-0-0-2,13
14,22,0-0-0-0-0-3,8
14,22,0-0-0-0-0-1,14
14,24,0-0-0-0-0-0,169
14,24,0-0-0-0-0-2-4,9
14,24,0-0-0-0-0-1-4,11
14,24,0-0-0-0-0-3-4,6
14,24,0-0-0-0-0-2-3,4
14,26,0-0-0-0-0-0-1,11
14,26,0-0-0-0-0-0-4,24
14,26,0-0-0-0-0-0-3,13
14,26,0-0-0-0-0-0-2,1
14,28,0-0-0-0-0-0-0,143
14,28,0-0-0-0-0-0-1-3,1
14,28,0-0-0-0-0-0-3-4,3
14,28,0-0-0-0-0-0-2-3,5
14,28,0-0-0-0-0-1-2-3-4,1
14,28,0-0-0-0-0-0-1-2,1
14,30,0-0-0-0-0-0-0-4,20
14,30,0-0-0-0-0-0-0-1,5
14,30,0-0-0-0-0-0-0-3,3
14,32,0-0-0-0-0-0-0-0,52
14,32,0-0-0-0-0-0-0-2-4,1
14,32,0-0-0-0-0-0-0-1-2,1
14,34,0-0-0-0-0-0-0-0-3,2
14,34,0-0-0-0-0-0-0-0-4,5
14,34,0-0-0-0-0-0-0-0-2,2
14,34,0-0-0-0-0-0-0-0-1,2
14,36,0-0-0-0-0-0-0-0-0,49
14,36,0-0-0-0-0-0-0-0-2-4,1
14,38,0-0-0-0-0-0-0-0-0-4,2
14,40,0-0-0-0-0-0-0-0-0-0,47
14,40,0-0-0-0-0-0-0-0-0-1-4,2
14,40,0-0-0-0-0-0-0-0-0-1-3,1
14,42,0-0-0-0-0-0-0-0-0-0-4,2
14,42,0-0-0-0-0-0-0-0-0-0-2,1
14,44,0-0-0-0-0-0-0-0-0-0-0,33
14,44,0-0-0-0-0-0-0-0-0-0-3-4,5
14,44,0-0-0-0-0-0-0-0-0-1-2-3-4,1
14,44,0-0-0-0-0-0-0-0-0-0-2-4,1
14,46,0-0-0-0-0-0-0-0-0-0-1-3-4,2
14,46,0-0-0-0-0-0-0-0-0-0-0-1,1
14,46,0-0-0-0-0-0-0-0-0-0-0-3,1
14,48,0-0-0-0-0-0-0-0-0-0-0-0,22
14,48,0-0-0-0-0-0-0-0-0-0-0-1-4,1
14,50,0-0-0-0-0-0-0-0-0-0-0-0-4,4
14,52,0-0-0-0-0-0-0-0-0-0-0-0-0,17
14,52,0-0-0-0-0-0-0-0-0-0-0-0-2-3,1
14,54,0-0-0-0-0-0-0-0-0-0-0-0-0-1,1
14,56,0-0-0-0-0-0-0-0-0-0-0-0-0-0,18
14,58,0-0-0-0-0-0-0-0-0-0-0-0-0-0-4,1
14,58,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1,1
14,60,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,9
14,60,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-4,1
14,62,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4,1
14,64,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,6
14,66,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4,1
14,68,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,6
14,72,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,5
14,76,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
14,78,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1,1
14,78,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3,1
14,80,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,2
14,104,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
14,140,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
15,8,1-3,2
15,8,0,4
15,8,1-2,2
15,8,1-1,1
15,12,0-1,16
15,12,0-3,1
15,12,1-1-3,1
15,12,0-2,6
15,12,0-4,1
15,16,0-1-1,31
15,16,0-1-2,7
15,16,0-0,3
15,16,1-1-1-1,1
15,16,0-1-5,2
15,16,0-1-4,1
15,16,0-1-3,2
15,20,0-0-1,24
15,20,0-1-2-4,1
15,20,0-1-1-2,2
15,20,0-1-1-1,1
15,20,0-0-2,1
15,20,0-1-3-4,1
15,24,0-0-1-1,62
15,24,0-0-1-2,12
15,24,0-0-2-4,3
15,24,0-1-1-1-3,2
15,24,0-0-0,2
15,24,0-1-1-1-2,3
15,24,0-1-1-1-5,2
15,24,0-0-1-3,8
15,24,0-1-1-1-1,2
15,24,0-0-1-4,1
15,24,0-0-3-4,2
15,24,0-0-1-5,1
15,28,0-0-1-1-5,26
15,28,0-0-2-4-5,2
15,28,0-0-0-1,58
15,28,0-0-1-3-4,12
15,28,0-0-1-1-1,7
15,28,0-0-2-3-5,1
15,28,0-0-2-3-4,3
15,28,0-0-1-4-5,1
15,28,0-0-1-1-2,2
15,28,0-0-1-2-4,12
15,28,0-0-1-2-5,6
15,28,0-0-1-3-5,3
15,28,0-0-1-1-3,2
15,28,0-0-3-4-5,1
15,32,0-0-2-3-4-5,16
15,32,0-0-0-1-2,14
15,32,0-0-0-1-1,19
15,32,0-0-0-0,7
15,32,0-0-1-1-2-4,3
15,32,0-0-0-1-4,6
15,32,0-0-1-1-3-4,2
15,32,0-0-0-1-3,13
15,32,0-0-1-1-1-1,4
15,32,0-0-0-1-5,14
15,32,0-0-1-2-3-5,1
15,32,0-0-1-1-1-4,4
15,32,0-0-1-1-1-5,15
15,32,0-0-1-1-2-3,1
15,36,0-0-0-0-1,110
15,36,0-0-0-1-1-3,9
15,36,0-0-1-2-3-4-5,1
15,36,0-0-1-1-2-3-5,1
15,36,0-0-0-1-1-4,4
15,36,0-0-0-1-2-4,2
15,36,0-0-0-1-3-4,1
15,36,0-0-0-1-1-1,2
15,36,0-0-1-1-1-1-1,2
15,36,0-0-0-1-1-2,2
15,36,0-0-0-1-1-5,1
15,40,0-0-0-0-1-1,135
15,40,0-0-0-0-1-2,3
15,40,0-0-0-0-1-5,2
15,40,0-0-0-0-0,8
15,40,0-0-0-1-1-1-1,14
15,40,0-0-0-0-1-3,7
15,40,0-0-0-0-1-4,1
15,40,0-0-0-1-1-3-5,1
15,44,0-0-0-0-0-1,50
15,44,0-0-0-0-1-1-2,4
15,44,0-0-0-0-1-1-3,3
15,44,0-0-0-0-1-1-1,7
15,44,0-0-0-0-1-1-5,8
15,44,0-0-0-0-1-4-5,2
15,44,0-0-0-1-2-3-4-5,3
15,44,0-0-0-0-1-2-5,2
15,44,0-0-0-0-0-5,1
15,44,0-0-0-0-1-2-3,1
15,48,0-0-0-0-0-1-1,45
15,48,0-0-0-0-1-1-1-2,11
15,48,0-0-0-0-1-1-1-3,13
15,48,0-0-0-0-0-1-5,13
15,48,0-0-0-0-1-1-1-5,1
15,48,0-0-0-0-0-1-3,4
15,48,0-0-0-0-0-1-2,6
15,48,0-0-0-0-0-1-4,3
15,48,0-0-0-0-0-0,3
15,48,0-0-0-0-1-1-1-1,1
15,52,0-0-0-0-0-0-1,41
15,52,0-0-0-0-0-1-1-1,3
15,52,0-0-0-0-1-1-2-3-5,1
15,52,0-0-0-0-0-0-2,1
15,56,0-0-0-0-0-0-1-1,18
15,56,0-0-0-0-0-0-1-5,11
15,56,0-0-0-0-0-0-0,4
15,56,0-0-0-0-0-0-1-3,4
15,56,0-0-0-0-0-0-1-2,4
15,56,0-0-0-0-0-1-1-1-4,2
15,56,0-0-0-0-0-1-1-1-3,1
15,60,0-0-0-0-0-0-1-1-5,5
15,60,0-0-0-0-0-0-1-1-2,6
15,60,0-0-0-0-0-0-1-1-4,3
15,60,0-0-0-0-0-0-0-1,15
15,60,0-0-0-0-0-0-1-1-1,2
15,60,0-0-0-0-0-0-1-1-3,3
15,60,0-0-0-0-0-0-0-3,1
15,60,0-0-0-0-0-0-0-2,1
15,64,0-0-0-0-0-0-0-1-1,5
15,64,0-0-0-0-0-0-0-0,5
15,64,0-0-0-0-0-0-0-1-4,1
15,68,0-0-0-0-0-0-0-0-1,3
15,68,0-0-0-0-0-0-0-1-1-1,3
15,72,0-0-0-0-0-0-0-0-1-1,8
15,72,0-0-0-0-0-0-0-0-1-5,2
15,72,0-0-0-0-0-0-0-0-0,1
15,72,0-0-0-0-0-0-0-1-1-2-3,2
15,72,0-0-0-0-0-0-0-0-1-2,2
15,72,0-0-0-0-0-0-0-0-1-3,2
15,72,0-0-0-0-0-0-0-1-1-1-3,1
15,76,0-0-0-0-0-0-0-0-0-1,2
15,80,0-0-0-0-0-0-0-0-0-1-1,4
15,80,0-0-0-0-0-0-0-0-0-1-4,2
15,80,0-0-0-0-0-0-0-0-1-1-1-4,1
15,84,0-0-0-0-0-0-0-0-0-0-1,3
15,84,0-0-0-0-0-0-0-0-0-1-2-5,1
15,84,0-0-0-0-0-0-0-0-0-0-2,1
15,84,0-0-0-0-0-0-0-0-0-1-1-1,1
15,88,0-0-0-0-0-0-0-0-0-0-1-2,1
15,88,0-0-0-0-0-0-0-0-0-0-0,1
15,92,0-0-0-0-0-0-0-0-0-0-0-1,3
15,92,0-0-0-0-0-0-0-0-0-0-1-1-5,1
15,96,0-0-0-0-0-0-0-0-0-0-0-1-1,1
15,100,0-0-0-0-0-0-0-0-0-0-0-1-1-1,1
15,100,0-0-0-0-0-0-0-0-0-0-0-0-1,1
15,104,0-0-0-0-0-0-0-0-0-0-0-0-1-1,2
15,112,0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
15,116,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1,4
15,120,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
15,128,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
15,132,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1,1
15,136,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1,1
15,144,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1,1
15,156,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-5,1
15,168,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2,1
15,172,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-5,1
16,8,0-13-17-18-19,51
16,12,0-0-15-17-18-20,1
16,15,0-0-1-4-14-18-20,1
17,8,1-2-3-4,1
17,12,0-0-3-4,2
17,26,0-0-0-0-0-2-3-4,1
17,26,0-0-0-0-1-1-1-2-4,1
17,26,0-0-0-0-0-1-3-4,1
17,28,0-0-0-0-0-1-2-3-4,5
18,12,0-0-1-2,4
18,16,0-0-0-1-2,1
18,16,0-0-0-0,1
18,18,0-0-0-0-2,1
18,18,0-0-0-1-1-2,2
18,18,0-0-0-2-2-2,1
18,20,0-0-0-0-1-2,2
18,22,0-0-0-0-1-2-2,1
18,24,0-0-0-0-0-1-2,2
18,28,0-0-0-0-0-0-1-2,1
18,30,0-0-0-0-0-0-1-1-2,2
18,30,0-0-0-0-0-0-0-2,1
18,52,0-0-0-0-0-0-0-0-0-0-0-0-0,1
19,8,0-0,1
19,12,0-0-0,18
19,16,0-0-0-0,55
19,20,0-0-0-0-0,17
19,24,0-0-0-0-0-0,17
19,28,0-0-0-0-0-0-0,38
19,32,0-0-0-0-0-0-0-0,2
19,36,0-0-0-0-0-0-0-0-0,12
19,40,0-0-0-0-0-0-0-0-0-0,4
19,44,0-0-0-0-0-0-0-0-0-0-0,4
19,48,0-0-0-0-0-0-0-0-0-0-0-0,1
19,56,0-0-0-0-0-0-0-0-0-0-0-0-0-0,2
19,60,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,2
19,84,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
20,16,0-1-2,23
20,16,1-1-1-2,2
20,20,0-1-1-2,7
20,20,0-0-1,1
20,24,0-0-0,1
20,24,0-1-1-1-2,1
20,24,0-0-1-1,2
20,24,0-0-1-2,6
20,24,0-1-1-2-2,1
20,28,0-0-0-1,1
20,28,0-0-1-1-2,3
20,28,0-1-1-1-1-1,1
20,32,0-0-1-1-2-2,11
20,32,0-0-0-1-2,1
20,32,0-0-1-1-1-2,1
20,40,0-0-0-1-1-2-2,2
20,40,0-0-1-1-1-1-1-1,1
20,40,0-0-0-0-1-2,1
20,44,0-0-0-1-1-1-2-2,12
20,44,0-0-0-0-1-1-2,2
20,48,0-0-0-0-1-1-2-2,1
20,48,0-0-0-0-1-1-1-2,1
20,48,0-0-0-0-0-1-2,1
20,52,0-0-0-0-0-1-2-2,3
20,52,0-0-0-0-0-1-1-2,2
20,72,0-0-0-0-0-0-1-1-1-2-2-2,2
20,72,0-0-0-0-0-0-0-1-1-1-1,1
20,72,0-0-0-0-0-0-0-1-1-1-2,1
20,156,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2,1
21,6,1-11,10
21,8,1-8-10,2
21,18,0-1-5-10,5
21,18,0-1-4-9,2
21,20,0-1-8-9-10-11,6
21,20,0-1-4-10-11,1
21,22,0-1-3-4-10,1
21,24,0-1-4-5-9-10,1
21,24,0-1-1-8-9-10-11,1
21,30,0-1-1-4-5-8-9-11,1
21,30,0-1-1-4-5-8-10-11,1
21,32,0-0-1-1-5-8-9,1
21,32,0-1-1-4-5-8-9-10-11,1
21,34,0-0-1-4-5-8-9-10,1
21,48,0-0-0-0-1-4-6-10-11,1
21,50,0-0-0-1-4-4-5-5-8-9-10,1
21,54,0-0-0-0-0-1-2-4-11,1
21,56,0-0-0-0-0-0-1-9-11,1
22,24,2-5-7-10,1
22,24,0-8-10,1
22,64,0-0-2-5-7-8-9-10,1
22,88,0-0-2-3-4-4-5-7-8-9-10,2
22,88,0-0-0-0-0-8-10,1
22,112,0-0-0-0-1-2-3-4-5-6,1
23,12,0-9-10,2
23,12,0-7-10,4
23,16,0-1-8-10,3
23,16,0-2-7-9,1
23,16,0-7-8-9-10,2
23,16,0-2-9-10,1
23,18,0-0-9,1
23,18,0-0-7,1
23,18,0-0-10,1
23,58,0-0-0-0-0-0-1-2-8,1
24,12,1-2-3,2
24,16,1-1-2-3,5
24,20,1-1-2-2-3,1
24,28,0-0-1-2-3,5
24,104,0-0-0-0-0-0-0-0-0-0-0-0-3-3,1
25,2,7-8,8
25,2,6-7,1
25,2,5-8,1
25,3,5-6-8,4
25,3,6-7-7,1
25,3,2-8,247
25,3,4-8,21
25,3,7-8-8,3
25,3,7-7-8,3
25,3,6-8-8,2
25,3,2-7,2
25,4,5-5-8-8,40
25,4,5-6-7-8,131
25,4,5-7-7-8,1
25,5,5-6-7-7-8,2
25,5,5-6-6-7-8,1
25,5,5-5-6-7-8,9
25,6,5-5-6-6-7-8,11
25,6,5-6-6-7-7-8,1
25,6,5-5-6-7-8-8,5
25,6,2-3-7-7,6
25,6,2-4-8-8,3
25,6,2-2-2,1
25,7,5-5-6-7-7-8-8,1
25,8,1-2-5-6-7-8,10
25,8,5-5-6-6-7-7-8-8,18
25,9,1-2-2-5-7-8,1
25,9,1-2-6-7-7-8-8,1
25,9,1-2-5-5-6-7-8,1
25,9,1-2-5-7-7-8-8,1
25,10,5-5-5-6-6-7-7-8-8-8,1
25,10,2-5-5-6-6-7-7-8-8,1
25,11,0-0-6-7-8,1
25,11,1-2-2-2-5-6-8,3
25,11,5-5-6-6-7-7-8-8-8-8-8,2
25,12,5-5-5-6-6-7-7-8-8-8-8-8,1
25,12,1-1-1-5-5-6-7-8-8,2
25,12,1-1-2-2-5-6-7-8,3
25,12,5-5-5-6-6-6-7-7-7-8-8-8,2
25,12,1-1-2-5-6-7-7-8-8,1
25,13,1-1-2-2-2-6-8-8,1
25,13,5-5-5-6-6-7-7-7-8-8-8-8-8,3
25,13,5-5-5-6-6-6-7-7-8-8-8-8-8,1
25,13,1-1-2-2-2-5-8-8,1
25,13,1-1-2-2-2-5-6-7,1
25,13,5-5-5-6-6-6-7-7-7-8-8-8-8,1
25,13,1-1-2-2-2-5-6-8,3
25,14,5-5-5-5-6-6-6-7-7-7-8-8-8-8,1
25,15,5-5-5-6-6-6-6-6-7-7-7-7-7-8-8,2
25,15,1-1-1-2-2-2-6-7-8,1
25,15,1-1-2-2-2-5-6-7-8-8,1
25,16,1-1-2-2-5-5-6-6-7-7-8-8,2
25,16,1-1-1-2-2-2-5-6-7-8,2
25,16,5-5-5-5-5-5-6-6-6-7-8-8-8-8-8-8,1
25,16,5-5-5-5-6-6-6-6-7-7-7-7-8-8-8-8,1
25,17,0-0-1-2-5-6-6-7-8,1
25,20,0-0-1-2-5-5-6-6-7-7-8-8,1
25,20,1-1-1-1-1-2-2-2-5-6-7-8,1
25,24,1-1-1-4-4-4-5-5-5-7-7-7-7-7-7-8-8-8,1
25,27,1-1-1-2-2-2-2-2-5-5-5-6-6-6-7-7-7-8-8,1
25,28,1-1-1-2-2-2-3-3-3-4-4-4-5-6-7-8,1
25,28,0-0-5-5-5-5-5-6-6-6-6-6-7-7-7-7-7-8-8-8-8-8,1
25,29,5-5-5-5-5-5-5-5-5-5-6-6-6-6-6-7-7-7-7-7-8-8-8-8-8-8-8-8-8,1
26,4,1-1,1
26,6,1-2-2,1
26,8,1-1-2-2,30
26,8,1-1-1-1,2
26,10,1-1-2-2-2,2
26,10,0-2-2-2,4
26,10,1-1-1-2-2,1
26,12,0-1-1-2-2,3
26,12,1-1-1-2-2-2,19
26,12,1-1-1-1-2-2,1
26,14,1-1-1-2-2-2-2,5
26,14,1-1-2-2-2-2-2,1
26,14,1-1-1-1-2-2-2,1
26,16,1-1-1-1-2-2-2-2,2
26,16,0-1-1-1-1-2-2,2
26,16,1-1-1-1-1-2-2-2,1
26,16,0-0-0-2-2,1
26,16,0-1-1-2-2-2-2,1
26,16,0-0-1-1-2-2,2
26,18,1-1-1-1-1-2-2-2-2,1
26,20,1-1-1-1-1-2-2-2-2-2,4
26,20,0-0-0-1-1-2-2,11
26,20,0-0-1-1-1-2-2-2,5
26,22,0-0-1-1-1-2-2-2-2,3
26,24,0-0-1-1-1-1-2-2-2-2,3
26,24,1-1-1-1-1-1-2-2-2-2-2-2,1
26,26,0-0-0-1-1-1-2-2-2-2,1
26,28,0-0-0-1-1-1-1-2-2-2-2,4
26,28,1-1-1-1-1-1-1-2-2-2-2-2-2-2,10
26,28,0-0-0-0-0-1-1-2-2,1
26,28,0-0-1-1-1-1-1-2-2-2-2-2,3
26,34,0-0-0-0-0-1-1-1-2-2-2-2,1
26,40,1-1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-2,1
28,8,1-1-1-1,4
28,8,1-1-1-3,3
28,12,0-0-1-1,5
28,12,1-1-1-2-2-3,1
28,16,0-1-1-1-1-2-3,3
28,20,0-0-0-1-1-1-3,1
28,24,0-0-0-0-1-1-1-3,1
29,8,0-0,2
29,12,0-0-0,15
29,16,0-0-0-0,4
29,20,0-0-0-0-0,3
29,24,0-0-0-0-0-0,1
29,28,0-0-0-0-0-0-0,3
29,32,0-0-0-0-0-0-0-0,1
29,36,0-0-0-0-0-0-0-0-0,1
29,40,0-0-0-0-0-0-0-0-0-0,2
29,44,0-0-0-0-0-0-0-0-0-0-0,1
29,56,0-0-0-0-0-0-0-0-0-0-0-0-0-0,2
29,88,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
30,12,0-0-1-2,2
30,20,0-0-0-0-1-2,2
30,20,0-0-0-0-1-1,2
30,30,0-0-0-0-0-0-1-2-2,1
31,4,1-1,2
31,6,1-1-1,15
31,8,1-1-1-1,19
31,12,1-1-1-1-1-1,5
31,12,0-1-1-1-1,5
31,14,0-1-1-1-1-1,4
31,14,1-1-1-1-1-1-1,2
31,14,0-0-1-1-1,2
31,16,0-0-1-1-1-1,72
31,16,0-1-1-1-1-1-1,1
31,18,0-0-0-1-1-1,15
31,18,1-1-1-1-1-1-1-1-1,4
31,18,0-0-1-1-1-1-1,1
31,20,0-0-1-1-1-1-1-1,5
31,20,0-0-0-1-1-1-1,34
31,20,1-1-1-1-1-1-1-1-1-1,1
31,22,0-0-1-1-1-1-1-1-1,1
31,24,0-0-1-1-1-1-1-1-1-1,1
31,24,0-0-0-1-1-1-1-1-1,3
31,24,1-1-1-1-1-1-1-1-1-1-1-1,5
31,24,0-0-0-0-0-1-1,9
31,26,1-1-1-1-1-1-1-1-1-1-1-1-1,1
31,26,0-0-1-1-1-1-1-1-1-1-1,1
31,26,0-0-0-1-1-1-1-1-1-1,2
31,28,0-0-0-0-0-1-1-1-1,2
31,28,0-0-1-1-1-1-1-1-1-1-1-1,2
31,28,0-0-0-1-1-1-1-1-1-1-1,4
31,28,1-1-1-1-1-1-1-1-1-1-1-1-1-1,9
31,30,0-0-0-1-1-1-1-1-1-1-1-1,2
31,30,0-0-0-0-0-0-1-1-1,1
31,40,0-0-0-0-0-0-0-0-1-1-1-1,1
31,40,0-0-0-0-0-0-1-1-1-1-1-1-1-1,1
31,44,0-0-0-0-0-0-0-1-1-1-1-1-1-1-1,1
31,48,0-0-0-0-0-0-0-0-0-0-1-1-1-1,1
31,50,0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-1,1
32,22,0-0-0-0-0-2,1
32,48,0-0-0-0-0-0-0-0-0-0-0-1-2,1
33,8,0-0,1
33,12,0-0-0,23
33,16,0-0-0-0,67
33,20,0-0-0-0-0,28
33,24,0-0-0-0-0-0,10
33,28,0-0-0-0-0-0-0,54
33,32,0-0-0-0-0-0-0-0,6
33,36,0-0-0-0-0-0-0-0-0,6
33,40,0-0-0-0-0-0-0-0-0-0,10
33,44,0-0-0-0-0-0-0-0-0-0-0,4
33,48,0-0-0-0-0-0-0-0-0-0-0-0,1
33,52,0-0-0-0-0-0-0-0-0-0-0-0-0,2
33,64,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,3
33,84,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
34,20,0-0-0-1-1-2-2,5
34,20,0-0-0-0-1-2,2
34,22,0-0-0-1-1-1-2-2,1
34,24,0-0-0-0-0-2-2,2
34,28,0-0-0-0-0-0-1-2,2
34,68,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2,1
35,8,4-4-5-5,4
35,12,1-2-4-5,7
35,14,1-1-2-5,1
35,16,1-2-3-5-5,2
35,20,1-2-3-3-4-5,1
35,20,1-1-3-3-4-5,1
35,22,1-1-1-1-4-4-5,1
35,22,1-1-1-1-4-5-5,1
35,24,1-1-3-3-4-4-5-5,1
35,26,1-1-3-3-4-4-4-5-5,2
35,30,0-1-1-1-3-4-4-5,1
35,36,1-1-1-2-2-2-4-4-4-5-5-5,1
35,40,1-1-2-2-2-2-3-3-4-4-5-5,1
35,48,0-0-1-1-1-2-2-2-3-4-5,17
35,50,0-0-1-1-1-1-1-1-3-4-4-5,1
35,60,0-0-0-0-1-1-1-2-2-2-4-5,1
36,8,1-1,20
36,12,1-1-1,42
36,16,1-1-1-1,14
36,16,0-1-1,2
36,20,0-1-1-1,11
36,20,1-1-1-1-1,19
36,20,0-0-1,7
36,24,0-0-1-1,65
36,24,0-1-1-1-1,12
36,24,1-1-1-1-1-1,37
36,28,1-1-1-1-1-1-1,13
36,28,0-1-1-1-1-1,10
36,32,1-1-1-1-1-1-1-1,11
36,32,0-0-1-1-1-1,16
36,32,0-0-0-1-1,3
36,32,0-1-1-1-1-1-1,2
36,36,0-0-1-1-1-1-1,6
36,36,1-1-1-1-1-1-1-1-1,9
36,36,0-0-0-1-1-1,6
36,40,0-0-0-1-1-1-1,25
36,40,0-1-1-1-1-1-1-1-1,1
36,40,0-0-0-0-1-1,1
36,44,0-0-1-1-1-1-1-1-1,2
36,44,1-1-1-1-1-1-1-1-1-1-1,5
36,44,0-0-0-0-1-1-1,3
36,44,0-0-0-1-1-1-1-1,2
36,48,0-0-0-0-0-1-1,14
36,48,0-0-0-1-1-1-1-1-1,5
36,48,0-0-1-1-1-1-1-1-1-1,1
36,48,1-1-1-1-1-1-1-1-1-1-1-1,1
36,56,0-0-0-1-1-1-1-1-1-1-1,10
36,56,0-0-0-0-0-0-1-1,3
36,60,0-0-0-1-1-1-1-1-1-1-1-1,8
36,60,0-0-0-0-1-1-1-1-1-1-1,1
36,60,0-0-0-0-0-0-1-1-1,1
36,60,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,2
36,60,0-0-0-0-0-1-1-1-1-1,4
36,64,0-0-0-0-1-1-1-1-1-1-1-1,1
36,72,0-0-0-0-0-0-0-1-1-1-1,2
36,76,0-0-0-0-0-0-0-1-1-1-1-1,1
36,76,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,1
36,116,0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-1,1
37,36,0-0-0-0-1,2
37,56,0-0-0-0-0-0-0,2
38,4,4-5,9
38,6,4-4-5,5
38,6,2-5,4
38,6,3-5,1
38,6,4-5-5,3
38,6,3-4,4
38,6,1-5,3
38,6,5-5-5,3
38,8,1-4-5,33
38,8,4-4-5-5,29
38,8,2-4-5,3
38,8,3-4-5,2
38,8,1-5-5,17
38,10,1-4-4-5,5
38,10,1-4-5-5,9
38,10,2-4-4-5,4
38,12,0-4-5,1
38,12,1-2-4-5,13
38,12,3-3-4-5,1
38,12,1-2-5-5,6
38,12,2-4-4-4-5,11
38,12,4-4-4-5-5-5,18
38,12,4-4-5-5-5-5,1
38,12,1-4-5-5-5,7
38,14,4-4-4-4-5-5-5,3
38,14,1-2-5-5-5,1
38,14,3-3-3-5,1
38,14,1-2-4-4-5,2
38,14,4-4-4-5-5-5-5,1
38,16,1-2-4-4-5-5,364
38,16,4-4-4-4-5-5-5-5,15
38,16,2-2-4-4-4-4,1
38,16,3-3-3-3,1
38,16,1-1-2-4-5,1
38,16,1-2-2-4-5,1
38,16,3-3-4-4-5-5,16
38,16,2-4-4-5-5-5-5,1
38,16,3-3-3-4-5,1
38,18,1-2-2-4-4-5,196
38,18,1-1-2-4-5-5,22
38,18,4-4-4-4-4-5-5-5-5,11
38,18,1-2-2-4-5-5,2
38,18,3-3-3-3-4,11
38,18,1-2-3-3-5,3
38,18,3-3-3-3-5,19
38,18,1-2-3-3-4,1
38,18,1-1-2-4-4-5,1
