spg,n_atoms,wps,count
20,128,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-2,1
20,136,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2,2
20,144,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2,12
20,152,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2-2,1
20,156,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2,3
20,172,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2-2,4
20,180,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2-2,1
20,188,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2-2-2,1
20,208,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1,1
20,264,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2,2
21,8,1-8-10,2
21,8,1-9-11,3
21,18,0-1-4-9,2
21,18,0-1-5-10,6
21,18,0-1-5-9,1
21,18,0-1-8-9-10,2
21,20,0-1-4-10-11,2
21,20,0-1-5-8-9,2
21,20,0-1-8-9-10-11,6
21,22,0-1-3-5-9,2
21,24,0-1-1-8-9-10-11,2
21,24,0-1-4-5-9-10,1
21,24,0-1-4-5-9-11,1
21,26,0-1-4-5-9-10-11,1
21,28,0-1-1-1-8-9-10-11,2
21,30,0-1-1-4-5-8-10-11,1
21,30,0-1-1-4-5-8-9-11,1
21,32,0-0-1-1-5-8-9,1
21,32,0-1-1-4-5-8-9-10-11,11
21,34,0-0-1-4-5-8-10-11,1
21,34,0-0-1-4-5-8-9-10,1
21,36,0-0-1-4-5-8-9-10-11,1
21,36,0-1-1-1-2-3-5-8-9,1
21,38,0-0-0-1-1-8-9-10,3
21,40,1-1-2-3-4-5-6-7-8-9-10-11,2
21,48,0-0-0-0-1-1-8-9-10-11,5
21,48,0-0-0-0-1-4-6-10-11,1
21,48,0-0-0-0-1-5-7-8-9,1
21,50,0-0-0-1-4-4-5-5-8-9-10,2
21,54,0-0-0-0-0-1-2-4-11,1
21,56,0-0-0-0-0-0-1-8-10,1
21,56,0-0-0-0-0-0-1-9-11,2
21,56,0-0-0-0-0-1-1-8-9-10-11,1
21,56,0-0-0-1-1-4-4-5-5-8-9-10-11,1
21,62,0-0-0-0-0-0-1-1-8-9-10,1
21,62,0-0-0-1-1-1-1-2-3-4-5-8-9-11,1
21,64,0-0-0-0-0-0-1-1-8-9-10-11,1
21,68,0-0-0-0-0-0-1-3-4-7-8-10,1
21,76,0-0-0-0-0-0-0-0-4-5-9-11,1
21,80,0-0-0-0-0-0-1-1-4-5-6-7-8-9-10-11,1
21,88,0-0-0-0-0-0-0-1-1-4-5-5-5-7-7,1
21,96,0-0-0-0-0-0-0-0-0-0-1-1-8-9-10-11,1
21,96,0-0-0-0-0-0-0-0-0-1-1-2-3-4-5,2
21,128,0-0-0-0-0-0-0-0-0-0-0-0-2-3-4-5-6-7-8-9-10-11,1
21,144,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-2-2-3-3-8-9-10-11,1
21,150,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-2-2-3-3-3-4-5-6-7-9-10-11,1
21,160,0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-1-1-2-2-2-2-2-3-3-3-3-3-4-5-6-7,1
21,240,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-1-1-2-2-2-2-3-3-3-3-8-9-10-11,1
21,258,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2-3-4-5-6-7-11,1
21,284,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-2-3-3-3-3-3-8-9-10-11,1
21,288,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-2-2-3-3-3-3-3-8-9-10-11,1
22,24,2-3-9-10,1
22,24,2-5-7-10,1
22,32,3-4-4-7-10,1
22,40,2-3-3-4-4,1
22,40,2-3-3-4-5,2
22,44,1-2-3-4-5-7,1
22,48,2-3-3-4-4-5,1
22,52,0-0-0-8,2
22,60,0-0-0-7-8-10,1
22,60,0-0-2-5-7-8-9,1
22,68,0-0-2-3-4-5-7,1
22,72,0-1-2-3-4-5-6-8-9,1
22,80,0-0-2-3-4-5-7-8-9-10,1
22,88,0-0-0-0-0-8-10,1
22,88,0-0-2-3-3-4-4-5-7-10,1
22,88,0-0-2-3-3-4-4-5-7-9,1
22,88,0-0-2-3-3-4-4-5-8-10,1
22,88,0-0-2-3-3-4-5-7-8-9-10,1
22,88,0-0-2-3-4-4-5-7-8-9-10,2
22,112,0-0-1-2-2-3-3-4-4-5-5-6,1
22,152,0-0-0-0-0-0-1-2-2-2-3-3-9-10,1
22,216,0-0-0-0-0-0-0-0-0-0-0-1-2-3-6-7-10,1
22,216,0-0-0-0-0-0-0-0-0-0-0-1-4-5-6-7-10,2
22,216,0-0-0-0-0-0-0-0-0-0-0-1-4-5-6-8-10,4
22,224,0-0-0-0-0-0-0-0-0-0-0-1-2-3-5-6-7-9,3
22,224,0-0-0-0-0-0-0-0-0-0-0-1-3-4-5-6-7-10,2
22,280,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-3-4-4-8-10,1
23,16,0-1-8-9,1
23,16,0-7-8-9-10,2
23,18,0-0-10,2
23,18,0-1-8-9-10,6
23,18,0-2-7-8-9,1
23,20,0-1-2-8-9,1
23,24,0-0-2-7-9,1
23,26,0-0-1-8-9-10,1
23,28,0-0-1-2-6,1
23,40,0-0-0-1-2-7-8-9-10,1
23,58,0-0-0-0-0-0-1-2-7,2
23,58,0-0-0-0-0-0-1-2-8,1
23,80,0-0-0-0-0-0-0-1-1-2-2-3-7-10,1
23,80,0-0-0-0-0-0-0-1-1-2-2-4-8-9,1
23,86,0-0-0-0-0-0-0-0-0-2-4-7-8-9,1
23,88,0-0-0-0-0-0-0-0-1-2-3-4-6-7-8,1
23,134,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2-2-7-8-9,1
23,136,0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-2-2-5-6-7-9,1
23,234,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-3-4-8-9-10,1
24,12,1-2-3,2
24,16,1-1-2-3,14
24,20,1-1-2-2-3,1
24,24,0-1-1-2-3,3
24,28,0-0-1-2-3,6
24,32,0-0-0-1-1,1
24,40,0-0-1-1-1-2-2-3,1
24,48,0-0-0-0-1-1-1-3,1
24,48,0-0-0-0-1-1-2-3,1
24,72,0-0-0-0-0-0-1-1-1-2-2-3,1
24,72,0-0-0-0-0-0-1-1-2-2-3-3,1
24,76,0-0-0-0-0-0-0-0-1-1-2,1
24,80,0-0-0-0-0-0-0-1-1-2-2-3-3,8
24,148,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2-2-2-3-3-3-3,1
25,2,6-7,1
25,3,5-6-8,1
25,4,2-2,1
25,4,5-5-6-6,1
25,4,5-6-7-8,55
25,4,6-6-7-7,1
25,5,1-6-6-8,1
25,5,2-5-6-7,1
25,5,5-5-6-7-8,1
25,5,5-5-7-8-8,2
25,5,5-6-6-7-8,3
25,5,5-6-7-7-8,2
25,5,5-6-7-8-8,3
25,6,1-2-6-7,1
25,6,1-6-7-7-8,1
25,6,5-5-5-6-6-6,1
25,6,5-5-6-6-7-8,52
25,6,5-5-6-7-7-8,2
25,6,5-5-6-7-8-8,1
25,6,5-6-6-7-7-8,1
25,6,5-6-6-7-8-8,1
25,6,5-6-7-7-8-8,4
25,7,1-5-6-7-8-8,1
25,7,5-5-5-6-7-8-8,1
25,7,5-5-6-6-7-7-8,1
25,7,5-5-6-6-7-8-8,5
25,7,5-5-6-7-7-8-8,2
25,8,1-2-5-6-7-8,15
25,8,1-2-6-6-7-8,1
25,8,1-2-6-6-8-8,1
25,8,5-5-6-6-7-7-8-8,30
25,9,1-1-2-6-7-8,1
25,9,1-2-5-5-6-7-8,1
25,9,1-2-5-7-7-8-8,1
25,9,1-2-6-7-7-8-8,1
25,9,5-5-5-6-6-7-7-8-8,1
25,9,5-5-6-6-7-7-7-8-8,1
25,9,5-5-6-6-7-7-8-8-8,1
25,10,1-1-5-6-7-7-8-8,1
25,10,2-5-5-6-6-7-7-8-8,1
25,10,5-5-5-6-6-6-7-7-8-8,1
25,10,5-5-5-6-6-7-7-7-8-8,7
25,10,5-5-5-6-6-7-7-8-8-8,2
25,10,5-5-5-6-6-7-8-8-8-8,1
25,10,5-5-6-6-6-7-7-8-8-8,2
25,10,5-5-6-6-7-7-7-7-8-8,1
25,10,5-5-6-6-7-7-7-8-8-8,1
25,11,0-5-5-6-6-7-8-8,1
25,11,0-5-6-6-7-7-8-8,1
25,11,1-1-2-2-5-7-8,1
25,11,1-1-2-5-5-6-7-8,1
25,11,1-1-2-5-6-6-7-8,1
25,11,1-1-2-5-6-7-7-8,1
25,11,1-1-2-5-6-7-8-8,1
25,11,1-2-2-2-5-6-8,3
25,11,5-5-5-5-6-6-6-7-7-8-8,1
25,11,5-5-5-5-6-6-7-7-7-8-8,4
25,11,5-5-5-5-6-6-7-7-8-8-8,2
25,11,5-5-5-6-6-7-7-8-8-8-8,1
25,11,5-5-6-6-6-7-7-7-8-8-8,2
25,11,5-5-6-6-6-7-7-8-8-8-8,1
25,11,5-5-6-6-7-7-8-8-8-8-8,2
25,11,7-7-7-7-7-8-8-8-8-8-8,1
25,12,1-1-1-2-2-5-7,1
25,12,1-1-1-2-2-6-8,2
25,12,1-1-1-2-5-6-7-8,1
25,12,1-1-1-5-5-6-7-8-8,3
25,12,1-1-2-2-2-5-7,2
25,12,1-1-2-2-2-7-8,1
25,12,1-1-2-2-5-5-7-8,2
25,12,1-1-2-2-5-6-7-8,10
25,12,1-1-2-2-5-6-8-8,1
25,12,1-1-2-5-5-6-6-7-8,1
25,12,1-1-2-5-6-7-7-8-8,1
25,12,1-1-5-6-7-7-7-8-8-8,3
25,12,1-2-2-5-5-6-6-7-8,1
25,12,2-2-2-2-7-7-8-8,1
25,12,2-2-5-5-6-6-7-7-8-8,1
25,12,5-5-5-5-5-6-6-6-7-7-8-8,1
25,12,5-5-5-5-5-6-6-7-7-7-8-8,1
25,12,5-5-5-6-6-6-7-7-7-8-8-8,8
25,12,5-5-5-6-6-7-7-8-8-8-8-8,1
25,12,5-5-6-6-6-6-6-7-7-7-8-8,1
25,12,5-5-6-6-6-6-7-7-7-8-8-8,1
25,13,1-1-2-2-2-5-6-8,4
25,13,1-1-2-2-5-6-6-7-8,2
25,13,5-5-5-5-5-5-6-6-6-7-7-8-8,1
25,13,5-5-5-5-6-6-6-7-7-7-8-8-8,1
25,13,5-5-5-6-6-6-6-6-6-7-7-8-8,1
25,13,5-5-5-6-6-6-6-7-7-7-8-8-8,1
25,13,5-5-5-6-6-6-7-7-7-8-8-8-8,37
25,13,5-5-5-6-6-7-7-7-8-8-8-8-8,6
25,14,0-0-5-6-6-7-8-8,1
25,14,1-1-2-2-2-5-6-7-8,1
25,14,1-1-2-2-2-5-6-8-8,7
25,14,5-5-5-5-5-5-6-6-7-7-7-8-8-8,1
25,14,5-5-5-5-5-6-6-7-7-7-7-8-8-8,1
25,14,5-5-5-5-5-6-6-7-7-7-8-8-8-8,1
25,14,5-5-5-5-6-6-6-7-7-7-8-8-8-8,4
25,14,5-5-5-5-6-6-6-7-7-8-8-8-8-8,1
25,14,5-5-5-5-6-6-7-7-7-8-8-8-8-8,3
25,14,5-5-5-6-6-6-6-6-7-7-7-7-8-8,1
25,14,5-5-5-6-6-6-6-7-7-7-8-8-8-8,1
25,14,5-5-5-6-6-6-6-7-7-8-8-8-8-8,6
25,14,5-5-5-6-6-6-7-7-7-8-8-8-8-8,16
25,15,1-1-1-2-2-2-5-7-8,3
25,15,1-1-2-2-2-5-6-7-8-8,1
25,15,1-2-3-4-5-5-6-7-7-8-8,1
25,15,5-5-5-5-5-6-6-6-7-7-8-8-8-8-8,3
25,15,5-5-5-5-5-6-6-7-7-7-8-8-8-8-8,2
25,15,5-5-5-5-6-6-6-6-7-7-7-7-8-8-8,3
25,15,5-5-5-5-6-6-6-7-7-7-7-8-8-8-8,1
25,15,5-5-5-5-6-6-6-7-7-7-8-8-8-8-8,2
25,15,5-5-5-6-6-6-6-7-7-7-7-8-8-8-8,1
25,15,5-5-5-6-6-6-6-7-7-7-8-8-8-8-8,4
25,15,5-5-5-6-6-6-7-7-7-7-8-8-8-8-8,1
25,15,5-5-6-6-6-6-6-7-7-7-7-7-8-8-8,1
25,16,0-1-2-3-4-5-6-7-8,2
25,16,0-2-2-4-4-6-7-8-8,1
25,16,1-1-1-2-2-2-5-6-7-8,4
25,16,1-1-2-2-5-5-6-6-7-7-8-8,5
25,16,1-2-3-4-5-5-6-6-7-7-8-8,1
25,16,5-5-5-5-5-5-6-7-7-7-8-8-8-8-8-8,2
25,16,5-5-5-5-5-6-6-6-7-7-7-7-7-8-8-8,1
25,16,5-5-5-5-6-6-6-6-7-7-7-7-8-8-8-8,4
25,17,0-0-1-2-5-6-6-7-8,1
25,17,0-0-5-5-5-5-6-7-8-8-8,1
25,17,1-1-1-2-2-2-5-5-6-7-8,1
25,17,1-1-1-2-2-2-5-6-7-7-8,1
25,17,1-1-2-2-2-2-5-6-7-8-8,2
25,17,5-5-5-5-5-5-6-6-6-7-7-7-8-8-8-8-8,2
25,17,5-5-5-5-5-6-6-6-6-7-7-7-8-8-8-8-8,2
25,17,5-5-5-5-5-6-6-6-7-7-7-8-8-8-8-8-8,1
25,17,5-5-5-5-6-6-6-6-6-7-7-7-7-8-8-8-8,1
25,17,5-5-5-6-6-6-7-7-7-7-8-8-8-8-8-8-8,2
25,18,0-1-2-3-4-5-6-7-7-8-8,1
25,18,1-1-1-1-2-2-5-6-7-7-8-8,1
25,18,1-1-2-2-2-2-5-5-6-6-7-8,1
25,18,1-1-2-2-5-5-5-6-6-6-7-7-8-8,1
25,19,0-0-5-5-5-6-6-7-7-7-8-8-8,2
25,19,1-1-2-2-5-5-5-6-6-6-7-7-7-8-8,1
25,19,1-1-2-2-5-5-5-6-6-6-7-7-8-8-8,2
25,19,1-1-2-2-5-5-6-6-7-7-7-8-8-8-8,1
25,19,5-5-5-5-6-6-6-6-6-6-7-7-7-7-8-8-8-8-8,1
25,20,0-0-1-2-3-4-5-6-7-8,1
25,20,0-0-1-2-5-5-6-6-7-7-8-8,1
25,20,0-0-5-5-5-5-6-6-7-7-8-8-8-8,1
25,20,1-1-1-1-1-2-2-2-5-6-7-8,1
25,20,1-1-1-1-5-5-6-6-7-7-7-7-8-8-8-8,1
25,20,1-1-2-2-2-2-5-5-6-6-7-7-8-8,2
25,20,1-1-2-2-3-3-4-4-5-6-7-8,1
25,20,1-1-2-2-5-5-6-6-6-7-7-7-7-8-8-8,1
25,20,1-1-2-2-5-5-6-6-7-7-7-7-8-8-8-8,2
25,21,1-1-1-1-1-2-2-2-2-5-7-8,1
25,22,1-1-1-2-2-2-2-2-5-5-5-6-6-8,1
25,23,1-1-1-1-2-2-5-5-5-6-6-7-7-7-8-8-8,1
25,23,1-1-1-1-2-2-5-5-6-6-6-7-7-7-8-8-8,1
25,23,1-1-2-2-2-2-5-5-5-6-6-6-7-7-7-8-8,2
25,23,1-1-2-2-3-3-4-5-5-5-5-6-7-8-8-8,1
25,23,5-5-5-5-5-5-5-6-6-6-6-6-7-7-7-7-7-7-8-8-8-8-8,1
25,24,1-1-1-1-1-2-2-2-2-2-5-6-7-8,1
25,24,2-2-2-3-3-3-5-5-5-6-6-6-6-6-6-8-8-8,1
25,25,0-1-1-2-2-3-3-4-4-5-6-6-7-8,1
25,25,1-1-1-1-1-1-2-2-2-2-5-5-6-7-8,1
25,25,1-1-1-1-1-1-2-2-2-2-5-6-6-7-8,1
25,25,1-1-1-1-1-2-2-2-2-2-5-6-6-7-8,1
25,25,5-5-5-5-5-6-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-8-8-8,1
25,26,1-1-1-1-1-2-2-2-2-5-5-6-6-7-7-8-8,1
25,26,5-5-5-5-5-5-6-6-6-6-6-7-7-7-7-7-8-8-8-8-8-8-8-8-8-8,1
25,27,1-1-1-2-2-2-2-2-5-5-5-6-6-6-7-7-7-8-8,1
25,27,1-1-1-2-2-2-5-5-5-6-6-6-6-7-7-7-7-8-8-8-8,1
25,28,0-0-0-1-1-1-2-2-2-5-6-7-8,1
25,28,0-0-1-1-1-2-2-2-3-4-5-6-7-8,1
25,28,0-0-5-5-5-5-5-6-6-6-6-6-7-7-7-7-7-8-8-8-8-8,1
25,28,1-1-1-2-2-2-3-3-3-4-4-4-5-6-7-8,1
25,29,1-1-1-2-2-2-2-2-2-5-5-6-6-6-7-7-7-8-8-8,1
25,29,5-5-5-5-5-5-5-5-5-5-6-6-6-6-6-7-7-7-7-7-8-8-8-8-8-8-8-8-8,2
25,29,5-5-5-5-5-5-5-5-5-6-6-6-6-6-7-7-7-7-7-8-8-8-8-8-8-8-8-8-8,1
25,29,5-5-5-5-5-6-6-6-6-6-6-6-6-6-6-7-7-7-7-7-7-7-7-7-8-8-8-8-8,1
25,30,0-0-0-1-1-1-2-2-2-5-5-6-7-8-8,1
25,31,1-1-1-1-2-2-2-2-5-5-5-5-6-6-6-6-7-7-7-7-8-8-8,36
25,31,1-1-1-1-2-2-2-2-5-5-5-5-6-6-6-6-7-7-7-8-8-8-8,39
25,31,1-1-1-1-2-2-2-2-5-5-5-5-6-6-6-7-7-7-7-8-8-8-8,1
25,32,5-5-5-5-5-5-5-5-5-6-6-6-6-6-6-6-7-7-7-7-7-7-7-8-8-8-8-8-8-8-8-8,1
25,33,0-0-1-1-2-2-3-4-4-5-5-6-6-6-7-7-7-8-8-8,1
25,33,1-1-1-1-1-1-1-2-2-2-2-2-2-2-5-5-6-7-8,1
25,35,1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-5-5-6-6-7,1
25,36,0-0-0-1-1-1-2-2-2-3-3-4-5-6-6-7-8-8,1
25,36,1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-5-5-6-6-7-8,1
25,36,1-1-1-1-2-2-2-2-3-3-3-3-4-4-4-4-6-6-7-7,1
25,38,0-0-0-0-1-1-2-2-2-3-3-4-4-4-6-7,1
25,38,0-0-0-0-1-1-2-2-3-3-4-4-5-5-6-7-7-8,1
25,38,0-0-1-1-2-2-3-3-4-4-5-5-5-6-6-6-6-7-7-7-7-8-8-8,3
25,38,1-1-1-1-1-1-1-1-2-2-2-2-2-2-5-5-6-6-7-7-7-8-8-8,1
25,39,0-0-1-1-2-2-3-3-3-3-4-4-4-4-5-5-6-6-7-7-8,1
25,39,0-0-1-1-2-2-3-3-4-4-5-5-5-5-6-6-6-6-7-7-7-7-8-8-8,3
25,40,0-0-0-0-5-5-5-5-6-6-6-6-6-6-6-6-7-7-7-7-7-7-7-7-8-8-8-8,1
25,40,0-0-1-1-2-2-3-3-4-4-5-5-5-5-6-6-6-6-7-7-7-7-8-8-8-8,3
25,40,5-5-5-5-5-5-5-5-5-5-5-5-6-6-6-6-6-6-7-7-7-7-7-7-7-7-7-7-8-8-8-8-8-8-8-8-8-8-8-8,1
25,42,1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-5-6-6-7-7-8,1
25,43,0-0-0-0-5-5-5-5-5-5-5-5-6-6-6-6-6-7-7-7-7-7-8-8-8-8-8-8-8-8-8,1
25,47,1-1-1-1-1-2-2-2-2-2-5-5-5-5-5-5-5-5-5-5-6-6-6-6-6-6-6-6-6-7-7-7-7-8-8-8-8,1
25,48,0-0-0-0-0-0-1-1-1-2-2-2-3-3-4-4-5-6-7-8,1
25,48,0-0-0-0-1-1-1-1-2-2-2-2-3-3-4-4-5-5-6-6-7-7-8-8,1
25,50,1-1-1-1-2-2-2-3-3-3-3-4-4-4-5-5-5-5-5-6-6-6-6-6-6-7-7-7-7-7-7-8-8-8-8-8,1
25,51,0-0-0-0-0-0-1-1-1-1-2-2-2-2-2-2-3-3-4-8,1
25,56,1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-2-2-2-5-5-6-6-7-7-8-8,1
25,56,1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-2-5-5-5-5-6-6-6-6-6-7-7-7-7-7-8-8-8-8,1
25,57,0-0-0-0-0-0-1-1-1-1-1-2-2-2-2-2-5-5-5-5-6-6-6-7-7-7-8-8-8,1
25,58,0-0-0-0-0-0-0-0-0-1-1-2-3-3-3-4-4-4-5-5-7-8,2
25,60,0-0-0-0-0-0-1-1-1-1-1-1-2-2-2-2-2-2-5-5-6-6-6-6-7-7-7-7-8-8,2
25,60,1-1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-2-5-5-5-5-5-6-6-6-6-6-7-7-7-7-7-8-8-8-8-8,2
25,63,0-0-0-0-1-1-1-1-2-2-2-2-3-3-3-3-4-4-4-4-5-5-5-5-6-6-6-6-7-7-7-7-8-8-8,18
25,63,0-0-0-0-1-1-1-1-2-2-2-2-3-3-3-3-4-4-4-4-5-5-5-5-6-6-6-6-7-7-7-8-8-8-8,21
25,63,0-0-0-0-1-1-1-1-2-2-2-2-3-3-3-3-4-4-4-4-5-5-5-5-6-6-6-7-7-7-7-8-8-8-8,20
25,63,0-0-0-0-1-1-1-1-2-2-2-2-3-3-3-3-4-4-4-4-5-5-5-6-6-6-6-7-7-7-7-8-8-8-8,1
25,65,0-0-0-0-0-0-0-0-0-0-1-1-1-1-2-2-2-2-3-4-5-6-7-7-8,1
25,65,5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-6-6-6-6-6-6-6-6-6-6-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8,1
25,72,5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-6-6-6-6-6-6-6-6-6-6-6-7-7-7-7-7-7-7-7-7-7-7-7-7-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8,1
25,77,1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-7-7-7-7-7-7-7-8-8-8-8-8-8,1
25,77,5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-6-6-6-6-6-6-6-6-6-6-6-6-6-7-7-7-7-7-7-7-7-7-7-7-7-7-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8,1
25,81,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-2-2-2-2-2-3-3-4-4-5-5-6-6-7-7-8,1
25,81,5-5-5-5-5-5-5-5-5-5-5-5-5-5-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-8-8-8-8-8-8-8-8-8-8-8-8-8-8,1
25,84,1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-2-2-2-2-2-5-5-5-5-5-5-5-6-6-6-6-6-6-6-7-7-7-7-7-7-7-8-8-8-8-8-8-8,1
25,85,5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-5-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-6-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8-8,1
25,144,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-3-3-3-3-3-3-3-3-4-4-4-4-4-4-4-4-5-6-6-6-6-6-7-7-7-7-7-7-8-8-8-8,1
25,175,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-2-2-2-2-2-2-3-3-3-3-3-3-4-4-4-4-4-4-5-5-5-5-6-6-6-6-7-7-7-7-8-8-8,1
26,4,1-1,2
26,6,1-2-2,1
26,8,1-1-1-1,1
26,8,1-1-2-2,52
26,8,1-2-2-2,2
26,10,0-2-2-2,4
26,10,1-1-1-2-2,2
26,10,1-1-2-2-2,2
26,12,0-1-1-2-2,1
26,12,1-1-1-2-2-2,27
26,14,1-1-1-1-2-2-2,2
26,14,1-1-1-2-2-2-2,6
26,14,1-1-2-2-2-2-2,1
26,16,0-0-1-1-2-2,7
26,16,1-1-1-1-2-2-2-2,7
26,16,1-1-1-2-2-2-2-2,2
26,18,1-1-1-1-1-2-2-2-2,2
26,18,1-1-1-1-2-2-2-2-2,4
26,20,0-0-0-1-1-2-2,28
26,20,0-0-1-1-1-2-2-2,4
26,20,1-1-1-1-1-2-2-2-2-2,6
26,22,0-0-1-1-1-2-2-2-2,2
26,22,1-1-1-1-1-2-2-2-2-2-2,1
26,24,0-0-0-1-1-1-2-2-2,2
26,24,0-0-1-1-1-1-2-2-2-2,5
26,24,1-1-1-1-1-1-2-2-2-2-2-2,3
26,26,0-0-0-1-1-1-1-2-2-2,1
26,26,0-0-0-1-1-1-2-2-2-2,3
26,26,1-1-1-1-1-1-2-2-2-2-2-2-2,1
26,28,0-0-0-0-0-1-1-2-2,1
26,28,0-0-0-1-1-1-1-2-2-2-2,4
26,28,0-0-1-1-1-1-1-2-2-2-2-2,5
26,28,1-1-1-1-1-1-1-2-2-2-2-2-2-2,39
26,30,0-0-0-0-1-1-1-1-2-2-2,1
26,30,0-0-0-0-1-1-1-2-2-2-2,1
26,32,0-0-0-0-0-1-1-1-2-2-2,1
26,32,0-0-0-0-1-1-1-1-2-2-2-2,1
26,32,0-0-0-1-1-1-1-1-2-2-2-2-2,1
26,32,1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-2,1
26,34,0-0-0-0-0-0-1-1-2-2-2,1
26,34,0-0-0-0-0-1-1-1-2-2-2-2,2
26,34,1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2,1
26,36,0-0-0-0-0-0-1-1-1-2-2-2,4
26,36,0-0-0-0-1-1-1-1-1-2-2-2-2-2,1
26,36,0-0-0-0-1-1-1-1-2-2-2-2-2-2,2
26,36,0-0-0-1-1-1-1-1-1-2-2-2-2-2-2,1
26,36,1-1-1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2,1
26,36,1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-2-2,11
26,40,0-0-0-0-0-0-0-0-1-1-2-2,8
26,40,0-0-0-0-1-1-1-1-1-1-2-2-2-2-2-2,1
26,40,1-1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-2,10
26,44,0-0-0-0-0-0-0-0-0-1-1-2-2,1
26,44,1-1-1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-2-2,1
26,44,1-1-1-1-1-1-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2,1
