spg,n_atoms,wps,count
26,48,1-1-1-1-2-2-2-2-2-2-2-2,6
26,50,0-0-0-0-0-0-0-0-0-0-1-1-1-2-2,1
26,50,0-0-0-0-0-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2,3
26,50,0-0-0-0-0-0-0-0-0-0-0-2-2-2,3
26,50,0-0-0-0-0-0-0-0-0-0-1-1-2-2-2,1
26,52,1-1-1-1-1-1-2-2-2-2-2-2-2,6
26,52,0-0-0-0-1-1-2-2-2,1
26,56,0-0-0-1-1-1-1-2-2-2-2,113
26,56,0-0-1-1-1-1-1-2-2-2-2-2,63
26,56,1-1-1-1-1-1-1-2-2-2-2-2-2-2,129
26,56,0-0-0-0-1-1-1-2-2-2,17
26,56,0-0-0-0-0-0-0-0-0-0-0-0-1-1-2-2,29
26,56,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1,1
26,56,0-0-0-0-0-0-1-2,2
26,56,0-0-0-0-0-1-1-2-2,8
26,56,1-1-1-1-1-1-2-2-2-2-2-2-2-2,1
26,60,0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2-2,12
26,60,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-2-2-2,22
26,60,0-0-0-0-0-0-1-1-2,1
26,60,0-0-0-1-1-1-1-1-2-2-2-2,2
26,60,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-2-2,1
26,64,0-0-0-0-1-1-1-1-2-2-2-2,48
26,64,0-0-1-1-1-1-1-1-2-2-2-2-2-2,13
26,64,0-0-0-0-0-0-1-1-2-2,9
26,64,1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2,12
26,64,0-0-0-1-1-1-1-1-2-2-2-2-2,7
26,64,0-0-1-1-1-1-1-1-1-2-2-2-2-2,2
26,66,0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-2-2-2-2,2
26,68,0-0-0-0-0-0-1-1-2-2-2,1
26,70,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-2-2,1
26,70,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-2-2,3
26,70,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2-2-2,1
26,72,0-0-0-0-1-1-1-1-1-2-2-2-2-2,11
26,72,0-0-0-0-0-0-1-1-1-2-2-2,19
26,72,1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-2-2-2,11
26,72,0-0-0-0-0-1-1-1-1-2-2-2-2,19
26,72,0-0-1-1-1-1-1-1-1-2-2-2-2-2-2-2,1
26,72,0-0-0-0-0-0-0-1-1-2-2,9
27,4,3-4,7
27,6,0-4,266
27,6,1-2-4,3
27,6,3-4-4,2
27,6,2-4-4,1
27,6,3-3-4,2
27,6,0-3,1
27,8,1-1-4-4,39
27,8,1-2-3-4,130
27,10,1-1-2-3-4,8
27,10,1-2-3-3-4,1
27,12,1-1-2-2-3-4,10
27,12,1-1-2-3-4-4,4
27,12,0-0-3-3,5
27,12,0-0-4-4,2
27,12,0-0-0,1
27,16,0-0-1-2-3-4,9
27,16,1-1-2-2-3-3-4-4,18
27,16,0-0,3
27,22,0-0-0-0-1-2-4,2
27,24,0-0-0-1-1-2-3-4-4,1
27,24,0-0-0-0-1-2-3-4,3
27,24,0-0-0-1-2-3-3-4-4,1
27,26,0-0-0-0-0-1-2-4,2
27,32,0-0-0-1-4,6
27,40,0-0-0-0-1-4,3
27,40,0-0-0-1-2-3-4,3
27,72,0-0-0-0-0-0-0-0-0,1
28,4,1-3,14
28,4,1-1,7
28,4,2-3,7
28,6,0-1,267
28,6,0-3,267
28,6,1-1-1,272
28,6,1-1-2,3
28,6,1-2-3,6
28,6,1-1-3,8
28,6,1-3-3,5
28,6,2-3-3,3
28,6,2-2-3,2
28,6,0-2,1
28,8,1-1-2-2,39
28,8,1-1-3-3,39
28,8,1-1-2-3,520
28,8,1-1-1-1,4
28,8,1-1,40
28,8,1-1-1-3,3
28,10,1-1-2-2-3,17
28,10,1-1-1-2-3,18
28,10,1-1-2-3-3,1
28,12,1-1-3,3
28,12,1-1-1-2-2-3,29
28,12,1-1-2-2-3-3,10
28,12,1-1-1-1-2-3,10
28,12,0-0-1-1,5
28,12,1-1-1-2-3-3,8
28,12,0-0-3-3,7
28,12,0-1-1-1-1,14
28,12,0-0-2-2,5
28,12,0-0-0,1
28,12,1-1-1-1-1-1,1
28,16,1-1-1-3,9
28,16,1-1-1-1,10
28,16,0-0-1-1-2-3,18
28,16,0-1-1-1-1-2-3,21
28,16,1-1-1-1-2-2-3-3,72
28,16,1-1-2-3,5
28,16,1-1-3-3,1
28,16,1-1-1-1-1-1-1-1,3
28,16,1-1-1-1-1-1-3-3,2
28,16,0-1-1-1-1-1-1,2
28,16,1-1-1-1-1-1-2-3,2
28,20,0-1-1-2,3
28,20,1-1-1-2-3,2
28,20,0-0-0-1-1-1-3,1
28,22,0-0-0-0-1-1-2,2
28,22,0-0-0-0-1-2-3,2
28,22,0-1-1-1-1-1-1-1-2-3,2
28,22,0-0-0-1-1-1-1-3,2
28,24,1-1-1-1-2-3,3
28,24,0-0-1-1,2
28,24,0-1-1-1-3,7
28,24,0-0-0-0-1-1-1-3,3
28,24,0-0-0-1-1-1-2-2-3,2
28,24,0-0-0-1-1-1-2-3-3,3
28,24,1-1-1-1-1-1-1-1-1-2-3-3,1
28,24,0-1-1-1-1,12
28,24,0-0-0-0-1-1-2-3,6
28,24,0-0-1-1-1-1-1-1-2-3,8
28,24,0-1-1-1-1-1-1-2-2-3-3,2
28,24,1-1-1-1-1-1-2-2-2-2-3-3,1
28,24,0-0-0-0-1-1-1-1,7
28,24,1-1-1-1-1-1-1-1-1-1-1-1,3
28,24,0-1-1-1-1-1-1-1-1-1-3,2
28,24,1-1-1-1-1-1-1-1-1-3-3-3,2
28,26,0-0-0-0-0-1-1-2,2
28,26,0-0-0-0-0-1-2-3,2
28,26,0-0-1-1-1-1-1-1-1-2-3,2
28,26,0-0-0-1-1-1-1-1-1-3,2
28,32,1-1-1-1-1-1-2-3,24
28,32,1-1-1-1-1-1-1-1,3
28,32,0-1-1-1-1-2-3,4
28,32,0-0-1-1-1-1-1-1-1-1-2-2-3-3,3
28,32,0-0-0-1-1-1-1-1-1-1-1-2-3,6
28,32,0-0-1-1-1-2,3
28,32,0-0-1-1-1-1,3
28,32,1-1-1-1-2-2-3-3,3
28,32,0-1-1-1-1-1-1,1
28,36,0-1-1-1-1-1-2-3,2
28,36,0-0-0-1-1-1-1-1-1-1-1-1-2-2-3,1
28,36,0-0-0-0-0-0-1-1-1-2-2-3,1
28,36,1-1-1-1-1-1-1-1-1-2-2-2-2-2-2-3-3-3,1
28,36,0-0-0-1-1-1,1
28,36,0-0-0-0-0-0-1-1-1-1-1-1,4
28,36,0-0-0-0-0-0-0-0-1-1,4
28,40,0-0-1-1-1-1-2-3,2
28,40,1-1-1-1-1-1-1-1-2-3,4
28,40,1-1-1-1-1-1-2-2-3-3,6
28,40,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,3
28,40,0-0-0-0-0-0-0-0-1-1-1-1,3
28,40,0-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-3,2
28,40,0-0-0-0-0-0-0-0-1-1-1-3,2
28,40,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-3-3-3-3-3,2
28,44,0-0-1-1-1-1-1-2-3,3
28,44,0-0-1-1-1-1-1-1-3,1
28,48,0-0-1-1-1-1-1-1-1-1,2
28,48,0-0-0-0-0-1-1-1-1-1-1-1-1-1-1-1-1-2-3,3
28,48,0-0-0-0-0-0-0-0-0-1-1-1-1-2-3,3
28,48,0-0-0-0-1-1-2-3,1
28,48,0-0-0-1-1-1-1-2-3,2
28,48,0-0-1-1-1-1-1-1-2-3,4
28,52,1-1-1-1-1-1-1-1-1-2-2-3-3,1
28,52,0-0-1-1-1-1-1-2-2-3-3,1
28,56,0-0-1-1-1-1-1-1-1-1-2-3,7
28,56,0-0-0-0-1-1-1-1-2-3,9
28,56,1-1-1-1-1-1-1-1-1-1-2-2-3-3,2
28,56,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1,3
28,56,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-3,2
28,60,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-2-2-3,1
28,60,0-0-0-0-1-1-1-1-1-1-1,2
28,60,0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-1-1,4
28,60,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1,4
28,64,0-0-0-0-1-1-1-1-2-2-3-3,6
28,64,0-0-1-1-1-1-1-1-1-1-1-1-2-3,11
28,64,0-0-0-0-1-1-1-1-1-1-2-3,3
28,72,0-0-0-0-1-1-1-1-1-1-1-1-2-3,16
28,72,0-0-0-0-0-0-1-1-1-1-2-3,9
28,72,0-0-0-0-1-1-1-1-1-1-2-2-3-3,1
29,8,0-0,2
29,12,0-0-0,15
29,16,0-0,25
29,16,0-0-0-0,40
29,20,0-0-0-0-0,8
29,24,0-0-0,71
29,24,0-0-0-0-0-0,42
29,28,0-0-0-0-0-0-0,7
29,32,0-0-0-0-0-0-0-0,12
29,32,0-0-0-0,39
29,36,0-0-0-0-0-0-0-0-0,15
29,40,0-0-0-0-0-0-0-0-0-0,19
29,40,0-0-0-0-0,59
29,44,0-0-0-0-0-0-0-0-0-0-0,3
29,48,0-0-0-0-0-0,175
29,48,0-0-0-0-0-0-0-0-0-0-0-0,5
29,56,0-0-0-0-0-0-0,46
29,56,0-0-0-0-0-0-0-0-0-0-0-0-0-0,5
29,60,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,16
29,64,0-0-0-0-0-0-0-0,41
29,72,0-0-0-0-0-0-0-0-0,25
29,72,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
29,80,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,4
29,88,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
30,8,1-2,8
30,12,1-1-2,4
30,12,0-0-1-2,2
30,12,0-1,3
30,12,0-2,5
30,12,2-2-2,2
30,12,1-2-2,2
30,16,0-1-2,39
30,16,1-1-2-2,28
30,16,0-2-2,16
30,16,0-0-0-0,3
30,16,0-0-0-2-2,2
30,20,0-0-0-0-1-2,2
30,20,0-1-2-2,8
30,20,0-0-0-0-1-1,2
30,20,0-1-1-2,7
30,24,0-0-1-2,34
30,24,0-0-2-2,5
30,24,0-1-1-1-2,10
30,24,1-1-1-2-2-2,17
30,24,0-1-2-2-2,6
30,24,0-0-0-0-0-1-2,2
30,24,0-0-0-1-1-1-1-2-2,1
30,24,0-0-0-0-0-0,4
30,28,1-1-1-1-2-2-2,2
30,28,0-0-1-1-2,1
30,30,0-0-0-0-0-0-1-2-2,1
30,32,0-0-1-1-2-2,380
30,32,1-1-1-1-2-2-2-2,14
30,32,0-0-0-1-2,7
30,32,0-0-0-0,2
30,32,0-0-0-0-0-0-1-1-2-2,3
30,32,0-0-0-1-1,1
30,36,0-0-0-1-1-2,196
30,36,0-0-0-1-2-2,22
30,36,1-1-1-1-1-2-2-2-2,10
30,36,0-0-0-0-2,20
30,36,0-0-0-0-1,10
30,36,0-0-0-0-0-0-0-0-1-2,1
30,36,0-0-0-0-0-0-1-1-1-2-2-2,1
30,40,0-0-1-1-1-2-2-2,8
30,40,0-0-0-1-1-2-2,9
30,40,0-0-0-0-1-2,20
30,40,0-0-0-0-0-0-0-0-1-1-2-2,1
30,40,0-0-0-0-0-0-0-0-0-0,1
30,40,0-0-0-0-0-0-0-0-0-1-2,2
30,44,0-0-0-1-1-2-2-2,3
30,44,0-0-0-0-1-2-2,3
30,48,0-0-0-0-1-1-2-2,26
30,48,0-0-0-0-0-1-2,69
30,48,0-0-0-0-0-0,3
30,48,0-0-0-1-1-1-2-2-2,4
30,48,0-0-0-1-1-2-2-2-2,1
30,52,0-0-0-0-0-0-2,1
30,56,0-0-0-0-1-1-1-2-2-2,6
30,56,0-0-0-0-0-0-1-2,4
30,56,0-0-1-1-1-1-1-2-2-2-2-2,1
30,60,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1,1
30,60,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1,1
30,60,0-0-0-0-0-0-1-1-2,1
30,60,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2,2
30,60,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-2-2-2,1
30,60,0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-2-2-2-2-2,1
30,60,0-0-0-0-0-0-0-2,2
30,64,0-0-0-0-0-0-1-1-2-2,14
30,64,0-0-0-0-0-0-1-1-1-2,2
30,68,0-0-0-0-0-0-0-0-2,1
30,72,0-0-0-0-0-0-0-0-1-2,33
30,72,0-0-0-0-0-0-1-1-1-2-2-2,1
30,72,0-0-0-0-0-0-0-1-1-2-2,1
31,4,1-1,2
31,6,1-1-1,15
31,8,1-1-1-1,20
31,8,1-1,22
31,12,1-1-1-1-1-1,20
31,12,1-1-1,185
31,12,0-1-1-1-1,5
31,12,0-1,5
31,12,0-0-1-1,1
31,14,0-1-1-1-1-1,4
31,14,1-1-1-1-1-1-1,2
31,14,0-0-1-1-1,2
31,16,1-1-1-1,327
31,16,0-1-1,137
31,16,0-0-1-1-1-1,130
31,16,1-1-1-1-1-1-1-1,22
31,16,0-0-0-0,1
31,16,0-1-1-1-1-1-1,3
31,16,0-0,7
31,18,0-0-0-1-1-1,29
31,18,1-1-1-1-1-1-1-1-1,18
31,18,0-0-1-1-1-1-1,1
31,20,0-0-1-1-1-1-1-1,10
31,20,0-0-0-1-1-1-1,36
31,20,1-1-1-1-1,21
31,20,0-1-1-1,16
31,20,0-0-1,10
31,20,1-1-1-1-1-1-1-1-1-1,2
31,20,0-0-0-0-1-1,1
31,20,0-0-0-0-0,3
31,22,0-0-1-1-1-1-1-1-1,1
31,24,1-1-1-1-1-1,987
31,24,0-0-1-1-1-1-1-1-1-1,6
31,24,0-0-1-1,36
31,24,0-0-0-1-1-1-1-1-1,40
31,24,1-1-1-1-1-1-1-1-1-1-1-1,27
31,24,0-0-0-0-1-1-1-1,27
31,24,0-1-1-1-1,34
31,24,0-0-0-0-0-1-1,9
31,24,0-0-0,17
31,26,1-1-1-1-1-1-1-1-1-1-1-1-1,1
31,26,0-0-1-1-1-1-1-1-1-1-1,1
31,26,0-0-0-1-1-1-1-1-1-1,2
31,28,0-0-0-0-0-1-1-1-1,2
31,28,0-0-1-1-1-1-1-1-1-1-1-1,5
31,28,0-0-0-1-1-1-1-1-1-1-1,8
31,28,0-0-0-0-1-1-1-1-1-1,5
31,28,1-1-1-1-1-1-1,13
31,28,0-1-1-1-1-1,2
31,28,0-0-0-1,5
31,28,0-0-1-1-1,2
31,28,1-1-1-1-1-1-1-1-1-1-1-1-1-1,11
31,28,0-0-0-0-0-0-1-1,1
31,30,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,14
31,30,0-0-0-0-0-0-1-1-1,15
31,30,0-0-0-1-1-1-1-1-1-1-1-1,2
31,32,0-0-1-1-1-1,579
31,32,0-1-1-1-1-1-1,23
31,32,1-1-1-1-1-1-1-1,220
31,32,0-0-0-0-1-1-1-1-1-1-1-1,77
31,32,0-0-0-1-1,11
31,32,0-0-0-0-0-0-1-1-1-1,5
31,32,0-0-0-0,9
31,36,0-0-0-1-1-1,220
31,36,0-0-0-0-0-0-1-1-1-1-1-1,18
31,36,1-1-1-1-1-1-1-1-1,47
31,36,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,7
31,36,0-0-1-1-1-1-1,4
31,36,0-0-0-1-1-1-1-1-1-1-1-1-1-1-1,4
31,36,0-0-0-0-0-0-0-1-1-1-1,4
31,40,0-0-0-1-1-1-1,371
31,40,1-1-1-1-1-1-1-1-1-1,159
31,40,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,18
31,40,0-0-0-0-0-0-0-0-1-1-1-1,39
31,40,0-0-1-1-1-1-1-1,42
31,40,0-0-0-0-0-0-1-1-1-1-1-1-1-1,34
31,40,0-0-0-0-1-1,7
31,40,0-0-0-0-1-1-1-1-1-1-1-1-1-1-1-1,4
31,40,0-0-0-0-0-0-0-1-1-1-1-1-1,8
31,42,0-0-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,3
31,42,0-0-0-0-0-0-0-0-1-1-1-1-1,3
31,42,0-0-0-0-0-0-0-0-0-1-1-1,15
31,42,0-0-0-0-0-0-0-1-1-1-1-1-1-1,1
31,42,0-0-0-0-0-0-1-1-1-1-1-1-1-1-1,1
31,44,0-0-0-0-0-0-0-1-1-1-1-1-1-1-1,3
31,44,0-0-0-1-1-1-1-1,9
31,44,0-0-0-0-0-0-0-0-1-1-1-1-1-1,2
31,44,0-0-0-0-1-1-1,9
31,44,1-1-1-1-1-1-1-1-1-1-1,7
31,44,0-0-1-1-1-1-1-1-1,3
31,48,0-0-0-0-0-0-0-0-0-0-1-1-1-1,80
31,48,0-0-0-0-1-1-1-1,77
31,48,0-0-0-1-1-1-1-1-1,36
31,48,1-1-1-1-1-1-1-1-1-1-1-1,102
31,48,0-0-1-1-1-1-1-1-1-1,158
31,48,0-0-0-0-0-0-1-1-1-1-1-1-1-1-1-1-1-1,73
31,48,0-0-0-0-0-0,1
31,50,0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-1,1
31,52,1-1-1-1-1-1-1-1-1-1-1-1-1,4
31,52,0-0-1-1-1-1-1-1-1-1-1,4
31,52,0-0-0-0-1-1-1-1-1,5
31,52,0-0-0-1-1-1-1-1-1-1,2
31,54,0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1-1,17
31,54,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1,14
31,56,0-0-0-1-1-1-1-1-1-1-1,158
31,56,0-0-1-1-1-1-1-1-1-1-1-1,63
31,56,1-1-1-1-1-1-1-1-1-1-1-1-1-1,129
31,56,0-0-0-0-1-1-1-1-1-1,20
31,56,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1,18
31,56,0-0-0-0-0-0-1-1,12
31,56,0-0-0-0-0-1-1-1-1,1
31,56,0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1-1-1,1
31,60,0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1,37
31,60,0-0-0-0-0-0-1-1-1,8
31,60,0-0-0-1-1-1-1-1-1-1-1-1,5
31,60,0-0-0-0-0-1-1-1-1-1,2
31,60,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1-1,9
31,60,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,2
31,60,0-0-0-0-1-1-1-1-1-1-1,2
31,64,0-0-0-0-1-1-1-1-1-1-1-1,46
31,64,0-0-1-1-1-1-1-1-1-1-1-1-1-1,5
31,64,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,12
31,64,0-0-0-1-1-1-1-1-1-1-1-1-1,16
31,64,0-0-0-0-0-1-1-1-1-1-1,3
31,64,0-0-0-0-0-0-1-1-1-1,13
31,68,0-0-0-0-0-0-1-1-1-1-1,1
31,70,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-1-1,3
31,70,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1,1
31,72,0-0-0-0-1-1-1-1-1-1-1-1-1-1,11
31,72,0-0-0-0-0-0-1-1-1-1-1-1,18
31,72,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,11
31,72,0-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1,1
31,72,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1,8
31,72,0-0-0-0-0-1-1-1-1-1-1-1-1,3
32,16,1-1-2-2,4
32,16,0-0,1
32,16,0-0-0-0,5
32,16,0-0-0-1-2,2
32,20,0-0-2,1
32,22,0-0-0-0-0-2,1
32,24,0-0-1-2,7
32,24,0-0-0-0-1-1-2-2,1
32,24,0-0-0-0-0-1-2,1
32,24,0-0-0-0-0-0,4
32,28,0-0-0-2,23
32,28,0-0-0-1,1
32,32,0-0-0-1-2,21
32,32,0-0-0-2-2,1
32,32,0-0-1-1-2-2,1
32,32,0-0-0-0,3
32,32,0-0-0-0-0-0-0-1-2,6
32,36,0-0-0-0-2,9
32,36,0-0-0-0-1,3
32,36,0-0-1-1-1-2-2,2
32,40,0-0-0-0-1-2,3
32,44,0-0-0-0-0-2,4
32,44,0-0-0-0-0-1,1
32,48,0-0-0-0-0-0,64
32,48,0-0-0-0-0-1-2,1
32,48,0-0-0-0-0-0-0-0-0-0-0-1-2,1
32,52,0-0-0-0-0-0-2,6
32,52,0-0-0-0-0-1-2-2,3
32,52,0-0-0-0-1-1-1-2-2,1
32,56,0-0-1-1-1-1-1-2-2-2-2-2,1
32,56,0-0-0-0-0-0-2-2,1
32,56,0-0-0-0-0-0-0,1
32,60,0-0-0-0-0-0-1-1-2,2
32,64,0-0-0-0-0-0-1-1-2-2,4
32,72,0-0-0-0-0-0-1-1-1-2-2-2,1
33,8,0-0,2
33,8,0,1
33,12,0-0-0,37
33,16,0-0,191
33,16,0-0-0-0,86
33,20,0-0-0-0-0,28
33,24,0-0-0,938
33,24,0-0-0-0-0-0,32
33,28,0-0-0-0-0-0-0,59
33,32,0-0-0-0-0-0-0-0,81
33,32,0-0-0-0,377
33,36,0-0-0-0-0-0-0-0-0,45
33,40,0-0-0-0-0,514
33,40,0-0-0-0-0-0-0-0-0-0,49
33,44,0-0-0-0-0-0-0-0-0-0-0,4
33,48,0-0-0-0-0-0,331
33,48,0-0-0-0-0-0-0-0-0-0-0-0,78
33,52,0-0-0-0-0-0-0-0-0-0-0-0-0,2
33,56,0-0-0-0-0-0-0,336
33,56,0-0-0-0-0-0-0-0-0-0-0-0-0-0,3
33,60,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,50
33,64,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,3
33,64,0-0-0-0-0-0-0-0,88
33,72,0-0-0-0-0-0-0-0-0,76
33,72,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,10
33,80,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,66
33,84,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,1
34,12,0-2,89
34,12,0-1,2
34,16,0-1-2,24
34,16,0-2-2,24
34,16,1-1-2-2,2
34,20,0-0-2,11
34,20,0-0-0-1-1-2-2,5
34,20,0-0-1,2
34,20,1-1-1-2-2,4
34,20,0-0-0-0-1-2,2
34,22,0-0-0-1-1-1-2-2,1
34,24,0-0-1-2,22
34,24,1-1-1-2-2-2,14
34,24,0-1-1-2-2,4
34,24,0-0-0-0-0-1-2,2
34,24,0-0-0-0-0-2-2,2
34,28,1-1-1-1-2-2-2,2
34,28,0-0-0-0-0-0-1-2,2
34,28,0-0-0-2,1
34,32,0-0-0-1-2,8
34,32,0-0-0-0,4
34,32,1-1-1-1-2-2-2-2,3
34,32,0-0-0-2-2,1
34,36,0-0-0-0-2,8
34,36,0-0-0-0-1,1
34,36,0-0-0-2-2-2,11
34,40,0-0-0-0-0,5
34,40,0-0-0-1-1-2-2,6
34,40,0-0-0-0-1-2,6
34,40,0-0-0-0-0-0-0-0-1-1-2-2,1
34,40,0-0-0-0-0-0-0-0-0-0,1
34,40,0-0-0-0-0-0-0-0-0-1-2,2
34,40,0-0-0-0-1-1,1
34,44,0-0-0-0-1-1-2,6
34,44,0-0-0-0-0-2,1
34,44,0-0-0-0-1-2-2,4
34,48,0-0-0-0-0-1-2,16
34,48,0-0-0-1-1-1-2-2-2,6
34,48,0-0-0-0-0-0,7
34,48,0-0-0-0-0-1-1,5
34,52,0-0-0-0-0-0-1,4
34,52,0-0-0-0-1-1-2-2-2,4
34,52,0-0-0-0-0-0-2,1
34,56,0-0-0-0-0-0-0,1
34,56,0-0-0-0-0-0-1-2,22
34,56,0-0-0-0-1-1-1-2-2-2,2
34,56,0-0-0-0-0-0-1-1,1
34,60,0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-2-2,4
34,60,0-0-0-0-0-0-0-1,1
34,60,0-0-0-0-0-0-0-2,1
34,60,0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2,1
34,60,0-0-0-0-0-0-0-0-0-0-0-0-1-1-1-2-2-2,1
34,64,0-0-0-0-0-0-1-1-2-2,1
34,64,0-0-0-0-0-0-0-1-2,13
34,68,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-2,1
34,72,0-0-0-0-0-0-0-1-1-2-2,1
34,72,0-0-0-0-0-0-0-0-0,1
34,72,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-2,1
35,4,2-3,14
35,4,1-4-5,14
35,4,5-5,97
35,4,4-5,10
35,6,5-5-5,1037
35,6,0-3,267
35,6,1-1-1,247
35,6,0-2,247
35,6,1-1-4-5,251
35,6,0-1,20
35,6,2-2-2,20
35,6,2-2-4-5,21
35,6,1-3-4-5,3
35,6,1-2-3,3
35,6,1-2-4-5,3
35,6,2-3-4-5,3
35,6,2-3-3,4
35,6,2-2-3,4
35,6,1-4-4-5-5,4
35,6,1-3-3,1
35,6,1-1-3,1
35,6,2-4-4-5-5,1
35,8,4-4-5-5,1717
35,8,3-3-4-4-5-5,78
35,8,1-1-2-2,78
35,8,4-5,21
35,8,1-2-3-4-5,520
35,8,1,1
35,8,3-4-5,1
35,9,5-5-5,5
35,10,3-4-5-5,16
35,10,3-4-4-5,13
35,10,1-2-3-4-4-5-5,9
35,10,1-2-2-3-4-5,9
35,10,1-1-2-3-4-5,9
35,10,1-2-3-3-4-5,9
35,12,4-4-4-5-5-5,4
35,12,3-4-4-5-5,8
35,12,1-1-2-3-4-4-5-5,20
35,12,1-2-2-3-3-4-5,20
35,12,1-5,4
35,12,1-4,1
35,12,2-5,2
35,12,1-2-4-5,7
35,12,1-2-3-3-4-4-5-5,8
35,12,1-1-2-2-3-4-5,8
35,12,0-2-2-2-2,7
35,12,1-1-2-2-4-4-5-5,7
35,12,0-0-3-3,7
35,12,0-1-1-1-1,7
35,12,0-0-0,1
35,12,1-1-1-1-1-1,1
35,14,1-2-3-5,10
35,14,1-1-2-5,1
35,16,3-4-5,36
35,16,3-3-4-4-5-5,9
35,16,0-1-1-1-2-3-4-5,36
35,16,1-2-3-4-5,12
35,16,1-1-2-2-3-3-4-4-5-5,72
35,16,1-2-3-5-5,2
35,16,4-4-5-5,9
35,16,4-4-4-4-5-5-5-5,4
35,16,3-3-4-4-4-5,2
35,16,1-2,2
35,16,1-4-5,1
35,16,4-4-4-5,1
35,16,1-1,1
35,18,3-3-4-4-4-5-5,30
35,18,3-3-4-4-5-5-5,2
35,20,1-1-5,16
35,20,1-2-5,4
35,20,3-3-4-4-4-5-5-5,9
35,20,1-2-4,1
35,20,3-3-4-4-4-4-5-5,6
35,20,1-2-3-4-4-5-5,2
35,20,1-1-2-2-4-5,3
35,20,1-2-3-3-4-5,1
35,20,1-1-3-3-4-5,1
35,22,0-0-0-1-1-1-3-4-5,2
35,22,0-1-1-1-1-1-1-1-2-3,2
35,22,0-0-0-1-1-1-2-4-5,2
35,22,0-1-1-1-1-1-1-2-3-4-5,2
35,22,1-1-1-1-4-4-5,1
35,22,1-1-1-1-4-5-5,1
35,24,1-3-4-5,90
35,24,1-2-4-5,82
35,24,1-1-4-5,21
35,24,4-4-4-5-5-5,3
35,24,1-1-1-1-4-4-5-5,4
35,24,2-2-2-2-4-4-5-5,4
35,24,4-4-4-4-4-4-5-5-5-5-5-5,4
