,0
141,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x, y, z'], ['x, y, z', '-x+1, y, z'], ['x, y, z', 'x, -y+3/2, z'], ['x, y, z', 'x, -y+1/2, z'], ['x, y, z', '-x+1, y, z'], ['x, y, z', '-x, y, z'], ['x, y, z', 'x, -y+3/2, z'], ['x, y, z', 'x, -y+1/2, z'], ['x, y, z', '-x+1, y, z'], ['x, y, z', '-x+2, y, z'], ['x, y, z', 'x, -y+5/2, z'], ['x, y, z', 'x, -y+3/2, z'], ['x, y, z', '-x+2, y, z'], ['x, y, z', '-x+1, y, z'], ['x, y, z', 'x, -y+5/2, z'], ['x, y, z', 'x, -y+3/2, z']], [['x, y, z', 'y-1/4, x+1/4, -z+7/4'], ['x, y, z', 'y-1/4, x+1/4, -z+3/4'], ['x, y, z', '-y+3/4, -x+3/4, -z+1/4'], ['x, y, z', '-y+3/4, -x+3/4, -z+5/4'], ['x, y, z', 'y-3/4, x+3/4, -z+1/4'], ['x, y, z', 'y+1/4, x-1/4, -z+5/4'], ['x, y, z', '-y+1/4, -x+1/4, -z+7/4'], ['x, y, z', '-y+5/4, -x+5/4, -z+3/4'], ['x, y, z', 'y-1/4, x+1/4, -z+11/4'], ['x, y, z', 'y-1/4, x+1/4, -z+7/4'], ['x, y, z', '-y+7/4, -x+7/4, -z+5/4'], ['x, y, z', '-y+7/4, -x+7/4, -z+9/4'], ['x, y, z', 'y-3/4, x+3/4, -z+5/4'], ['x, y, z', 'y+1/4, x-1/4, -z+9/4'], ['x, y, z', '-y+5/4, -x+5/4, -z+11/4'], ['x, y, z', '-y+9/4, -x+9/4, -z+7/4']], [['x, y, z', 'x, -y, -z'], ['x, y, z', 'x, -y, -z+1'], ['x, y, z', '-x+1/2, y, -z+1/2'], ['x, y, z', '-x+1/2, y, -z+3/2'], ['x, y, z', 'x, -y, -z'], ['x, y, z', 'x, -y, -z+1'], ['x, y, z', '-x+3/2, y, -z+3/2'], ['x, y, z', '-x+3/2, y, -z+1/2'], ['x, y, z', 'x, -y+1, -z+1'], ['x, y, z', 'x, -y+1, -z+2'], ['x, y, z', '-x+3/2, y, -z+3/2'], ['x, y, z', '-x+3/2, y, -z+5/2'], ['x, y, z', 'x, -y+1, -z+1'], ['x, y, z', 'x, -y+1, -z+2'], ['x, y, z', '-x+5/2, y, -z+5/2'], ['x, y, z', '-x+5/2, y, -z+3/2']], [['x, y, z', '-x, y, z', '-x, -y+1/2, z', 'x, -y+1/2, z'], ['x, y, z', '-x, y, z', '-x, -y+3/2, z', 'x, -y+3/2, z'], ['x, y, z', '-x+1, y, z', '-x+1, -y+1/2, z', 'x, -y+1/2, z'], ['x, y, z', '-x+1, y, z', '-x+1, -y+3/2, z', 'x, -y+3/2, z'], ['x, y, z', '-x+1, y, z', '-x+1, -y+3/2, z', 'x, -y+3/2, z'], ['x, y, z', '-x+1, y, z', '-x+1, -y+5/2, z', 'x, -y+5/2, z'], ['x, y, z', '-x+2, y, z', '-x+2, -y+3/2, z', 'x, -y+3/2, z'], ['x, y, z', '-x+2, y, z', '-x+2, -y+5/2, z', 'x, -y+5/2, z']], [['x, y, z', 'x, -y, -z+1', '-x, -y, -z+1', '-x, y, z'], ['x, y, z', 'x, -y, -z', '-x+1, -y, -z', '-x+1, y, z'], ['x, y, z', '-x+1/2, y, -z+3/2', '-x+1/2, -y+3/2, -z+3/2', 'x, -y+3/2, z'], ['x, y, z', '-x+1/2, y, -z+1/2', '-x+1/2, -y+1/2, -z+1/2', 'x, -y+1/2, z'], ['x, y, z', 'x, -y+1, -z+2', '-x+1, -y+1, -z+2', '-x+1, y, z'], ['x, y, z', 'x, -y+1, -z+1', '-x+2, -y+1, -z+1', '-x+2, y, z'], ['x, y, z', '-x+3/2, y, -z+5/2', '-x+3/2, -y+5/2, -z+5/2', 'x, -y+5/2, z'], ['x, y, z', '-x+3/2, y, -z+3/2', '-x+3/2, -y+3/2, -z+3/2', 'x, -y+3/2, z']], [['x, y, z', 'x, -y, -z', '-x, -y, -z', '-x, y, z'], ['x, y, z', 'x, -y, -z+1', '-x+1, -y, -z+1', '-x+1, y, z'], ['x, y, z', '-x+1/2, y, -z+1/2', '-x+1/2, -y+3/2, -z+1/2', 'x, -y+3/2, z'], ['x, y, z', '-x+1/2, y, -z+3/2', '-x+1/2, -y+1/2, -z+3/2', 'x, -y+1/2, z'], ['x, y, z', 'x, -y+1, -z+1', '-x+1, -y+1, -z+1', '-x+1, y, z'], ['x, y, z', 'x, -y+1, -z+2', '-x+2, -y+1, -z+2', '-x+2, y, z'], ['x, y, z', '-x+3/2, y, -z+3/2', '-x+3/2, -y+5/2, -z+3/2', 'x, -y+5/2, z'], ['x, y, z', '-x+3/2, y, -z+5/2', '-x+3/2, -y+3/2, -z+5/2', 'x, -y+3/2, z']], [['x, y, z', '-y+1/4, -x+1/4, -z+3/4', 'y-1/4, -x+1/4, -z+3/4', '-x, y, z', '-x, -y+1/2, z', 'y-1/4, x+1/4, -z+3/4', '-y+1/4, x+1/4, -z+3/4', 'x, -y+1/2, z'], ['x, y, z', 'y-3/4, x+3/4, -z+5/4', '-y+3/4, x+3/4, -z+5/4', '-x, y, z', '-x, -y+3/2, z', '-y+3/4, -x+3/4, -z+5/4', 'y-3/4, -x+3/4, -z+5/4', 'x, -y+3/2, z'], ['x, y, z', '-y+5/4, -x+5/4, -z+7/4', 'y-1/4, -x+5/4, -z+7/4', '-x+1, y, z', '-x+1, -y+3/2, z', 'y-1/4, x+1/4, -z+7/4', '-y+5/4, x+1/4, -z+7/4', 'x, -y+3/2, z'], ['x, y, z', 'y-3/4, x+3/4, -z+9/4', '-y+7/4, x+3/4, -z+9/4', '-x+1, y, z', '-x+1, -y+5/2, z', '-y+7/4, -x+7/4, -z+9/4', 'y-3/4, -x+7/4, -z+9/4', 'x, -y+5/2, z']], [['x, y, z', 'y-3/4, x+3/4, -z+1/4', '-y+3/4, x+3/4, -z+1/4', '-x, y, z', '-x, -y+3/2, z', '-y+3/4, -x+3/4, -z+1/4', 'y-3/4, -x+3/4, -z+1/4', 'x, -y+3/2, z'], ['x, y, z', '-y+5/4, -x+5/4, -z+3/4', 'y-1/4, -x+5/4, -z+3/4', '-x+1, y, z', '-x+1, -y+3/2, z', 'y-1/4, x+1/4, -z+3/4', '-y+5/4, x+1/4, -z+3/4', 'x, -y+3/2, z'], ['x, y, z', 'y-3/4, x+3/4, -z+5/4', '-y+7/4, x+3/4, -z+5/4', '-x+1, y, z', '-x+1, -y+5/2, z', '-y+7/4, -x+7/4, -z+5/4', 'y-3/4, -x+7/4, -z+5/4', 'x, -y+5/2, z'], ['x, y, z', '-y+9/4, -x+9/4, -z+7/4', 'y-1/4, -x+9/4, -z+7/4', '-x+2, y, z', '-x+2, -y+5/2, z', 'y-1/4, x+1/4, -z+7/4', '-y+9/4, x+1/4, -z+7/4', 'x, -y+5/2, z']]]"
142,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'y-1/4, x+1/4, -z+1/4'], ['x, y, z', 'y-1/4, x+1/4, -z+5/4'], ['x, y, z', '-y+3/4, -x+3/4, -z+3/4'], ['x, y, z', '-y+3/4, -x+3/4, -z+7/4'], ['x, y, z', 'y-3/4, x+3/4, -z+7/4'], ['x, y, z', 'y+1/4, x-1/4, -z+3/4'], ['x, y, z', '-y+1/4, -x+1/4, -z+5/4'], ['x, y, z', '-y+5/4, -x+5/4, -z+1/4'], ['x, y, z', 'y-1/4, x+1/4, -z+5/4'], ['x, y, z', 'y-1/4, x+1/4, -z+9/4'], ['x, y, z', '-y+7/4, -x+7/4, -z+7/4'], ['x, y, z', '-y+7/4, -x+7/4, -z+11/4'], ['x, y, z', 'y-3/4, x+3/4, -z+11/4'], ['x, y, z', 'y+1/4, x-1/4, -z+7/4'], ['x, y, z', '-y+5/4, -x+5/4, -z+9/4'], ['x, y, z', '-y+9/4, -x+9/4, -z+5/4']], [['x, y, z', 'x, -y, -z+1/2'], ['x, y, z', 'x, -y, -z+3/2'], ['x, y, z', '-x+1/2, y, -z+1'], ['x, y, z', '-x+1/2, y, -z'], ['x, y, z', 'x, -y, -z+3/2'], ['x, y, z', 'x, -y, -z+1/2'], ['x, y, z', '-x+3/2, y, -z+1'], ['x, y, z', '-x+3/2, y, -z'], ['x, y, z', 'x, -y+1, -z+3/2'], ['x, y, z', 'x, -y+1, -z+5/2'], ['x, y, z', '-x+3/2, y, -z+2'], ['x, y, z', '-x+3/2, y, -z+1'], ['x, y, z', 'x, -y+1, -z+5/2'], ['x, y, z', 'x, -y+1, -z+3/2'], ['x, y, z', '-x+5/2, y, -z+2'], ['x, y, z', '-x+5/2, y, -z+1']], [['x, y, z', '-x, -y+1/2, z'], ['x, y, z', '-x, -y+3/2, z'], ['x, y, z', '-x+1, -y+1/2, z'], ['x, y, z', '-x+1, -y+3/2, z'], ['x, y, z', '-x, -y+3/2, z'], ['x, y, z', '-x, -y+1/2, z'], ['x, y, z', '-x+1, -y+3/2, z'], ['x, y, z', '-x+1, -y+1/2, z'], ['x, y, z', '-x+1, -y+3/2, z'], ['x, y, z', '-x+1, -y+5/2, z'], ['x, y, z', '-x+2, -y+3/2, z'], ['x, y, z', '-x+2, -y+5/2, z'], ['x, y, z', '-x+1, -y+5/2, z'], ['x, y, z', '-x+1, -y+3/2, z'], ['x, y, z', '-x+2, -y+5/2, z'], ['x, y, z', '-x+2, -y+3/2, z']], [['x, y, z', '-x, -y, -z'], ['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x+1/2, -y+3/2, -z+1/2'], ['x, y, z', '-x+1/2, -y+1/2, -z+3/2'], ['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x, -y, -z+1'], ['x, y, z', '-x+1/2, -y+3/2, -z+3/2'], ['x, y, z', '-x+1/2, -y+1/2, -z+1/2'], ['x, y, z', '-x+1, -y+1, -z+1'], ['x, y, z', '-x+2, -y+1, -z+2'], ['x, y, z', '-x+3/2, -y+5/2, -z+3/2'], ['x, y, z', '-x+3/2, -y+3/2, -z+5/2'], ['x, y, z', '-x+2, -y+1, -z+1'], ['x, y, z', '-x+1, -y+1, -z+2'], ['x, y, z', '-x+3/2, -y+5/2, -z+5/2'], ['x, y, z', '-x+3/2, -y+3/2, -z+3/2']], [['x, y, z', '-y+1/4, -x+1/4, -z+1/4', '-x, -y+1/2, z', 'y-1/4, x+1/4, -z+1/4'], ['x, y, z', 'y-3/4, x+3/4, -z+3/4', '-x, -y+3/2, z', '-y+3/4, -x+3/4, -z+3/4'], ['x, y, z', 'y-3/4, x+3/4, -z+7/4', '-x, -y+3/2, z', '-y+3/4, -x+3/4, -z+7/4'], ['x, y, z', '-y+1/4, -x+1/4, -z+5/4', '-x, -y+1/2, z', 'y-1/4, x+1/4, -z+5/4'], ['x, y, z', '-y+5/4, -x+5/4, -z+5/4', '-x+1, -y+3/2, z', 'y-1/4, x+1/4, -z+5/4'], ['x, y, z', 'y-3/4, x+3/4, -z+7/4', '-x+1, -y+5/2, z', '-y+7/4, -x+7/4, -z+7/4'], ['x, y, z', 'y-3/4, x+3/4, -z+11/4', '-x+1, -y+5/2, z', '-y+7/4, -x+7/4, -z+11/4'], ['x, y, z', '-y+5/4, -x+5/4, -z+9/4', '-x+1, -y+3/2, z', 'y-1/4, x+1/4, -z+9/4']], [['x, y, z', 'y-1/4, -x+1/4, -z+3/4', '-x, -y+1/2, z', '-y+1/4, x+1/4, -z+3/4'], ['x, y, z', '-y+3/4, x+3/4, -z+5/4', '-x, -y+3/2, z', 'y-3/4, -x+3/4, -z+5/4'], ['x, y, z', '-y+3/4, x-1/4, -z+5/4', '-x+1, -y+1/2, z', 'y+1/4, -x+3/4, -z+5/4'], ['x, y, z', 'y-1/4, -x+5/4, -z+3/4', '-x+1, -y+3/2, z', '-y+5/4, x+1/4, -z+3/4'], ['x, y, z', 'y-1/4, -x+5/4, -z+7/4', '-x+1, -y+3/2, z', '-y+5/4, x+1/4, -z+7/4'], ['x, y, z', '-y+7/4, x+3/4, -z+9/4', '-x+1, -y+5/2, z', 'y-3/4, -x+7/4, -z+9/4'], ['x, y, z', '-y+7/4, x-1/4, -z+9/4', '-x+2, -y+3/2, z', 'y+1/4, -x+7/4, -z+9/4'], ['x, y, z', 'y-1/4, -x+9/4, -z+7/4', '-x+2, -y+5/2, z', '-y+9/4, x+1/4, -z+7/4']]]"
143,"[[['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z']]]"
144,"[[['x, y, z'], ['x, y, z'], ['x, y, z']]]"
145,"[[['x, y, z'], ['x, y, z'], ['x, y, z']]]"
146,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z']]]"
147,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x+1, -y+1, -z+1']], [['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y+1, -z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, -z+1', 'y, -x+y, -z+1', 'x-y, x, -z+1']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, -z', 'y, -x+y, -z', 'x-y, x, -z']]]"
148,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-x+1, -y, -z'], ['x, y, z', '-x, -y+1, -z'], ['x, y, z', '-x+1, -y+1, -z'], ['x, y, z', '-x+7/3, -y+2/3, -z+2/3'], ['x, y, z', '-x+4/3, -y+5/3, -z+2/3'], ['x, y, z', '-x+7/3, -y+5/3, -z+2/3'], ['x, y, z', '-x+5/3, -y+4/3, -z+4/3'], ['x, y, z', '-x+2/3, -y+7/3, -z+4/3'], ['x, y, z', '-x+5/3, -y+7/3, -z+4/3']], [['x, y, z', '-x+1, -y, -z+1'], ['x, y, z', '-x, -y+1, -z+1'], ['x, y, z', '-x+1, -y+1, -z+1'], ['x, y, z', '-x+7/3, -y+2/3, -z+5/3'], ['x, y, z', '-x+4/3, -y+5/3, -z+5/3'], ['x, y, z', '-x+7/3, -y+5/3, -z+5/3'], ['x, y, z', '-x+5/3, -y+4/3, -z+7/3'], ['x, y, z', '-x+2/3, -y+7/3, -z+7/3'], ['x, y, z', '-x+5/3, -y+7/3, -z+7/3']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, -z+1', 'y, -x+y, -z+1', 'x-y, x, -z+1'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-x+4/3, -y+2/3, -z+5/3', 'y+1/3, -x+y+2/3, -z+5/3', 'x-y+1/3, x-1/3, -z+5/3'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-x+2/3, -y+4/3, -z+7/3', 'y-1/3, -x+y+1/3, -z+7/3', 'x-y+2/3, x+1/3, -z+7/3']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-x, -y, -z', 'y, -x+y, -z', 'x-y, x, -z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-x+4/3, -y+2/3, -z+2/3', 'y+1/3, -x+y+2/3, -z+2/3', 'x-y+1/3, x-1/3, -z+2/3'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-x+2/3, -y+4/3, -z+4/3', 'y-1/3, -x+y+1/3, -z+4/3', 'x-y+2/3, x+1/3, -z+4/3']]]"
149,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y, -x, -z+1'], ['x, y, z', '-x+y, y, -z+1'], ['x, y, z', 'x, x-y, -z+1']], [['x, y, z', '-y, -x, -z'], ['x, y, z', '-x+y, y, -z'], ['x, y, z', 'x, x-y, -z']], [['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z']], [['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, -z+1', '-x+y+1, y, -z+1', 'x, x-y, -z+1']], [['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, -z', '-x+y+1, y, -z', 'x, x-y, -z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, -z+1', '-x+y, y, -z+1', 'x, x-y+1, -z+1']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, -z', '-x+y, y, -z', 'x, x-y+1, -z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, -z+1', '-x+y, y, -z+1', 'x, x-y, -z+1']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, -z', '-x+y, y, -z', 'x, x-y, -z']]]"
150,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x-y, -y, -z+1'], ['x, y, z', '-x, -x+y, -z+1'], ['x, y, z', 'y, x, -z+1']], [['x, y, z', 'x-y, -y, -z'], ['x, y, z', '-x, -x+y, -z'], ['x, y, z', 'y, x, -z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z+1', 'x-y, -y, -z+1', '-x, -x+y, -z+1']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z', 'x-y, -y, -z', '-x, -x+y, -z']]]"
151,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y, -x, -z+5/3'], ['x, y, z', '-x+y, y, -z+1/3'], ['x, y, z', 'x, x-y, -z+1']], [['x, y, z', '-y, -x, -z+2/3'], ['x, y, z', '-x+y, y, -z+4/3'], ['x, y, z', 'x, x-y, -z']]]"
152,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x-y, -y, -z+5/3'], ['x, y, z', '-x, -x+y, -z+1/3'], ['x, y, z', 'y, x, -z+1']], [['x, y, z', 'x-y, -y, -z+2/3'], ['x, y, z', '-x, -x+y, -z+4/3'], ['x, y, z', 'y, x, -z']]]"
153,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y, -x, -z+1/3'], ['x, y, z', '-x+y, y, -z+5/3'], ['x, y, z', 'x, x-y, -z+1']], [['x, y, z', '-y, -x, -z+4/3'], ['x, y, z', '-x+y, y, -z+2/3'], ['x, y, z', 'x, x-y, -z']]]"
154,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x-y, -y, -z+1/3'], ['x, y, z', '-x, -x+y, -z+5/3'], ['x, y, z', 'y, x, -z+1']], [['x, y, z', 'x-y, -y, -z+4/3'], ['x, y, z', '-x, -x+y, -z+2/3'], ['x, y, z', 'y, x, -z']]]"
155,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x-y, -y, -z+1'], ['x, y, z', '-x, -x+y, -z+1'], ['x, y, z', 'y, x, -z+1'], ['x, y, z', 'x-y+1/3, -y+2/3, -z+5/3'], ['x, y, z', '-x+4/3, -x+y+2/3, -z+5/3'], ['x, y, z', 'y+1/3, x-1/3, -z+5/3'], ['x, y, z', 'x-y+2/3, -y+4/3, -z+7/3'], ['x, y, z', '-x+2/3, -x+y+1/3, -z+7/3'], ['x, y, z', 'y-1/3, x+1/3, -z+7/3']], [['x, y, z', 'x-y, -y, -z'], ['x, y, z', '-x, -x+y, -z'], ['x, y, z', 'y, x, -z'], ['x, y, z', 'x-y+1/3, -y+2/3, -z+2/3'], ['x, y, z', '-x+4/3, -x+y+2/3, -z+2/3'], ['x, y, z', 'y+1/3, x-1/3, -z+2/3'], ['x, y, z', 'x-y+2/3, -y+4/3, -z+4/3'], ['x, y, z', '-x+2/3, -x+y+1/3, -z+4/3'], ['x, y, z', 'y-1/3, x+1/3, -z+4/3']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z+1', 'x-y, -y, -z+1', '-x, -x+y, -z+1'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', 'y+1/3, x-1/3, -z+5/3', 'x-y+1/3, -y+2/3, -z+5/3', '-x+4/3, -x+y+2/3, -z+5/3'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', 'y-1/3, x+1/3, -z+7/3', 'x-y+2/3, -y+4/3, -z+7/3', '-x+2/3, -x+y+1/3, -z+7/3']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, -z', 'x-y, -y, -z', '-x, -x+y, -z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', 'y+1/3, x-1/3, -z+2/3', 'x-y+1/3, -y+2/3, -z+2/3', '-x+4/3, -x+y+2/3, -z+2/3'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', 'y-1/3, x+1/3, -z+4/3', 'x-y+2/3, -y+4/3, -z+4/3', '-x+2/3, -x+y+1/3, -z+4/3']]]"
156,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y, -x, z'], ['x, y, z', '-x+y, y, z'], ['x, y, z', 'x, x-y, z']], [['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z', '-y+1, -x+1, z', '-x+y+1, y, z', 'x, x-y, z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z', '-y+1, -x+1, z', '-x+y, y, z', 'x, x-y+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', '-y, -x, z', '-x+y, y, z', 'x, x-y, z']]]"
157,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', 'x-y, -y, z'], ['x, y, z', '-x, -x+y, z'], ['x, y, z', 'y, x, z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z', 'y, x, z', 'x-y, -y, z', '-x, -x+y, z']]]"
158,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z']]]"
159,"[[['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z'], ['x, y, z']], [['x, y, z', '-y+1, x-y+1, z', '-x+y, -x+1, z'], ['x, y, z', '-y+1, x-y, z', '-x+y+1, -x+1, z']], [['x, y, z', '-y, x-y, z', '-x+y, -x, z'], ['x, y, z', '-y, x-y, z', '-x+y, -x, z']]]"
